Adv2,INTERACTABLES,84,12,,,,,
40,0,18,24,SPRING__DOWN,1,0,0,0
44,0,4,12,TOGGLE__CHECKPOINT,0,0,0,0
72,0,15,24,TOGGLE__GOAL,0,0,0,0
72,0,15,0,TOGGLE__GOAL,0,0,0,0
38,1,8,28,CEILING_SLOPE__A,0,0,6,16
40,1,16,16,GRIND_RAIL__START_AIR,-24,-3,48,3
44,1,4,28,TOGGLE__CHECKPOINT,0,0,0,0
44,1,4,4,TOGGLE__CHECKPOINT,0,0,0,0
45,1,12,18,SPRING__BIG_UPRIGHT,2,0,0,0
49,1,27,28,KEYBOARD_VERTICAL,-1,-12,2,24
51,1,8,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
51,1,4,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,8
51,1,4,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
52,1,18,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
52,1,22,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
52,1,28,15,SPECIAL_RING,0,0,0,0
72,1,15,16,TOGGLE__GOAL,0,0,0,0
24,2,0,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,12,4
24,2,6,26,SPIKE_PLATFORM,0,0,0,0
28,2,4,20,GRIND_RAIL__START_AIR,-12,-3,24,3
30,2,20,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
30,2,16,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
30,2,16,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,20,4
31,2,4,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
31,2,28,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,16,4
32,2,8,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
33,2,24,24,SPECIAL_RING,0,0,0,0
34,2,21,22,LIGHT_GLOBE,0,0,0,0
38,2,24,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,18
38,2,28,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,18
38,2,10,26,SPRING__UP,3,0,0,0
38,2,24,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,20,4
39,2,12,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
40,2,4,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
40,2,28,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
41,2,20,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,22
41,2,31,25,SPECIAL_RING,0,0,0,0
42,2,24,2,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
43,2,22,2,SPRING__UP,1,0,0,0
44,2,4,20,TOGGLE__CHECKPOINT,0,0,0,0
46,2,4,10,SPRING__BIG_UPLEFT,0,0,0,0
49,2,27,20,KEYBOARD_VERTICAL,-1,-12,2,24
49,2,3,20,KEYBOARD_VERTICAL,1,-12,2,24
49,2,3,2,KEYBOARD_VERTICAL,1,-6,2,12
72,2,15,8,TOGGLE__GOAL,0,0,0,0
24,3,2,12,SPRING__UP,0,0,0,0
24,3,4,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
24,3,8,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
26,3,8,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,24
26,3,20,10,SPRING__RIGHT,1,0,0,0
28,3,4,0,GRIND_RAIL__START_AIR,-12,-3,24,3
29,3,10,22,DASH_RING,2,0,0,0
30,3,12,0,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
30,3,12,24,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
30,3,18,24,BOOSTER,0,0,0,0
32,3,8,18,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,6
32,3,12,18,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,6
32,3,20,19,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,12,4
32,3,20,15,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,12,4
32,3,20,7,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,14,4
32,3,17,0,RAMP,1,0,0,0
34,3,9,1,LIGHT_GLOBE,0,0,0,0
41,3,20,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
41,3,24,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
44,3,4,30,CHECKPOINT,0,0,0,0
44,3,4,12,TOGGLE__CHECKPOINT,0,0,0,0
46,3,26,30,SPRING__UP,1,0,0,0
48,3,3,13,LIGHT_BRIDGE,0,0,0,0
49,3,14,12,SPRING__UP,0,0,0,0
53,3,8,24,GRIND_RAIL__START_AIR,-10,-3,20,3
53,3,20,12,GRIND_RAIL__START_AIR,-12,-3,24,3
60,3,12,30,SPRING__BIG_UPLEFT,1,0,0,0
60,3,24,12,GRIND_RAIL__START_GROUND,-12,-3,24,3
60,3,0,18,SPRING__BIG_UPRIGHT,1,0,0,0
64,3,16,24,GRIND_RAIL__END_ALTERNATE,-6,-4,12,4
65,3,18,24,SPIKES__NORMAL_UP,0,0,0,0
66,3,0,27,NOTE_BLOCK__2,0,0,0,0
66,3,4,27,NOTE_BLOCK__2,0,0,0,0
66,3,8,27,NOTE_BLOCK__2,0,0,0,0
66,3,0,29,NOTE_BLOCK__2,0,0,0,0
66,3,4,29,NOTE_BLOCK__2,0,0,0,0
66,3,8,29,NOTE_BLOCK__2,0,0,0,0
67,3,4,24,GRIND_RAIL__START_AIR,-12,-3,24,3
72,3,15,24,TOGGLE__GOAL,0,0,0,0
72,3,15,0,TOGGLE__GOAL,0,0,0,0
10,4,2,28,SPRING__UP,0,0,0,0
11,4,2,16,ARROW_PLATFORM__RIGHT,0,0,27,0
12,4,9,16,RAMP,1,0,0,0
14,4,8,26,SPIKES__NORMAL_LEFT,0,0,0,0
15,4,20,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
16,4,0,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
16,4,0,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,22,4
16,4,22,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
17,4,14,14,SPRING__LEFT,1,0,0,0
17,4,8,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
20,4,26,28,SPIKES__NORMAL_UP,0,0,0,0
21,4,0,28,GRIND_RAIL__START_AIR,-12,-3,24,3
24,4,23,28,KEYBOARD_VERTICAL,-1,-12,2,24
24,4,11,16,KEYBOARD_VERTICAL,1,-12,2,24
26,4,20,14,SPRING__LEFT,2,0,0,0
28,4,26,4,SPRING__UP,0,0,0,0
34,4,16,2,SPRING__RIGHT,1,0,0,0
38,4,13,4,BOOSTER,0,0,0,0
39,4,12,28,GRIND_RAIL__START_GROUND,-12,-3,24,3
40,4,8,27,NOTE_BLOCK__2,0,0,0,0
40,4,12,27,NOTE_BLOCK__2,0,0,0,0
40,4,8,25,NOTE_BLOCK__2,0,0,0,0
40,4,12,25,NOTE_BLOCK__2,0,0,0,0
42,4,22,28,SPRING__UP,1,0,0,0
42,4,12,4,BOOSTER,0,1,0,0
43,4,13,4,ARROW_PLATFORM__LEFT,-27,0,27,0
44,4,20,4,ARROW_PLATFORM__RIGHT,0,0,21,0
46,4,16,10,ARROW_PLATFORM__RIGHT,0,0,33,0
51,4,24,4,GRIND_RAIL__END_GROUND,-11,-3,22,3
52,4,28,4,SPIKES__NORMAL_UP,0,0,0,0
53,4,0,4,SPRING__UP,1,0,0,0
56,4,20,4,GRIND_RAIL__END_AIR,-12,-3,24,3
58,4,2,4,SPRING__UP,1,0,0,0
60,4,0,10,SPRING__BIG_UPRIGHT,1,0,0,0
60,4,30,28,SPIKE_PLATFORM,0,0,0,0
60,4,12,22,SPRING__BIG_UPLEFT,1,0,0,0
64,4,15,28,KEYBOARD_VERTICAL,-1,-12,2,24
71,4,20,28,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
72,4,13,27,GOAL_LEVER,0,0,0,0
72,4,15,16,TOGGLE__GOAL,0,0,0,0
12,5,11,20,KEYBOARD_VERTICAL,1,-12,2,24
12,5,23,20,KEYBOARD_VERTICAL,-1,-12,2,24
12,5,23,2,KEYBOARD_VERTICAL,-1,-6,2,12
12,5,11,2,KEYBOARD_VERTICAL,1,-6,2,12
15,5,12,6,SPRING__RIGHT,1,0,0,0
20,5,2,20,SPRING__UP,1,0,0,0
22,5,28,8,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
23,5,30,13,NOTE_BLOCK__2,0,0,0,0
23,5,30,11,NOTE_BLOCK__2,0,0,0,0
24,5,2,13,NOTE_BLOCK__2,0,0,0,0
24,5,2,11,NOTE_BLOCK__2,0,0,0,0
24,5,6,13,NOTE_BLOCK__2,0,0,0,0
24,5,6,11,NOTE_BLOCK__2,0,0,0,0
31,5,28,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
31,5,4,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
32,5,20,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
32,5,20,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,12,4
35,5,17,20,ARROW_PLATFORM__LEFT,-24,0,24,0
36,5,0,20,ARROW_PLATFORM__RIGHT,0,0,27,0
37,5,6,20,BOUNCY_SPRING,0,0,0,0
41,5,26,20,SPRING__UP,0,0,0,0
41,5,8,8,GRIND_RAIL__END_AIR,-12,-3,24,3
42,5,4,10,NOTE_BLOCK__2,0,0,0,0
42,5,8,10,NOTE_BLOCK__2,0,0,0,0
42,5,4,8,NOTE_BLOCK__2,0,0,0,0
42,5,8,8,NOTE_BLOCK__2,0,0,0,0
45,5,24,20,CEILING_SLOPE__A,0,0,6,16
46,5,26,20,SPIKES__NORMAL_DOWN,0,0,0,0
46,5,21,26,DASH_RING,4,0,0,0
47,5,22,8,SPIKES__NORMAL_DOWN,0,0,0,0
47,5,26,14,DASH_RING,4,0,0,0
55,5,28,8,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
56,5,18,8,SPIKES__NORMAL_UP,0,0,0,0
59,5,8,10,SPRING__BIG_UPRIGHT,1,0,0,0
60,5,26,20,SPRING__UP,1,0,0,0
63,5,12,8,GRIND_RAIL__START_AIR,-12,-3,24,3
64,5,15,14,KEYBOARD_VERTICAL,-1,-6,2,12
67,5,16,24,SPECIAL_RING,0,0,0,0
71,5,8,2,PLATFORM_B,0,0,0,0
9,6,18,15,ARROW_PLATFORM__UP,0,-46,0,46
12,6,18,18,PLATFORM_SQUARE,0,-4,0,8
17,6,19,0,KEYBOARD_VERTICAL,1,-12,2,24
17,6,31,0,KEYBOARD_VERTICAL,-1,-12,2,24
17,6,31,18,KEYBOARD_VERTICAL,-1,-6,2,12
17,6,19,15,KEYBOARD_VERTICAL,1,-3,2,6
22,6,10,24,NOTE_BLOCK__2,1,0,0,0
22,6,14,24,NOTE_BLOCK__2,1,0,0,0
22,6,10,26,NOTE_BLOCK__2,1,0,0,0
22,6,14,26,NOTE_BLOCK__2,1,0,0,0
22,6,18,24,NOTE_BLOCK__2,1,0,0,0
22,6,18,26,NOTE_BLOCK__2,1,0,0,0
28,6,4,12,BOOSTER,0,0,0,0
30,6,20,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,24
33,6,24,6,GRIND_RAIL__START_AIR,-12,-3,24,3
33,6,12,4,SPRING__RIGHT,1,0,0,0
36,6,0,24,DASH_RING,1,0,0,0
40,6,22,12,CEILING_SLOPE__A,0,0,6,16
41,6,6,31,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,14,4
41,6,18,0,SPRING__DOWN,1,0,0,0
45,6,26,18,SPRING__UP,3,0,0,0
46,6,4,18,GRIND_RAIL__END_GROUND_LEFT,-12,-3,24,3
47,6,20,6,GRIND_RAIL__END_GROUND,-12,-3,24,3
49,6,4,0,GRIND_RAIL__END_AIR_LEFT,-12,-3,24,3
62,6,31,30,KEYBOARD_VERTICAL,1,-6,2,12
63,6,11,30,KEYBOARD_VERTICAL,-1,-6,2,12
63,6,22,24,SPRING__UP,3,0,0,0
67,6,4,0,GRIND_RAIL__END_AIR,-12,-3,24,3
68,6,8,0,SPIKES__NORMAL_UP,0,0,0,0
69,6,24,0,SPRING__UP,2,0,0,0
4,7,4,28,GRIND_RAIL__START_GROUND,-12,-3,24,3
8,7,8,28,PLATFORM_B,0,0,0,0
8,7,14,19,SPECIAL_RING,0,0,0,0
10,7,26,28,BOUNCY_SPRING,0,0,0,0
11,7,8,6,SPRING__BIG_UPRIGHT,1,0,0,0
17,7,7,28,KEYBOARD_VERTICAL,1,-12,2,24
17,7,19,28,KEYBOARD_VERTICAL,-1,-12,2,24
17,7,7,10,KEYBOARD_VERTICAL,1,-6,2,12
17,7,19,10,KEYBOARD_VERTICAL,-1,-6,2,12
17,7,30,4,SPRING__UP,0,0,0,0
21,7,0,16,SPRING__SMALL_UPRIGHT,1,0,0,0
22,7,27,28,KEYBOARD_VERTICAL,1,-12,2,24
