Adv2,INTERACTABLES,42,10,,,,,
20,0,11,0,TOGGLE_PLAYER_LAYER__BACK,0,0,5,12
20,0,16,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
20,0,11,12,TOGGLE_PLAYER_LAYER__BACK,0,0,5,14
20,0,16,12,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,14
20,0,10,24,CHECKPOINT,1,-24,0,0
21,0,20,18,TOGGLE_PLAYER_LAYER__BACK,0,0,4,7
21,0,24,25,SPRING__LEFT,72,-25,0,0
21,0,29,26,SPRING__LEFT,0,-26,0,0
23,0,7,21,CONVEYOR_BELT,0,0,13,5
23,0,19,30,CONVEYOR_BELT,0,0,13,5
24,0,9,31,SPECIAL_SPRING,-9,-31,0,0
29,0,15,0,TOGGLE_PLAYER_LAYER__BACK,0,0,3,7
29,0,18,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,7
29,0,15,7,TOGGLE_PLAYER_LAYER__BACK,0,0,3,9
29,0,18,7,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,9
29,0,15,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,10
29,0,18,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,10
29,0,15,26,TOGGLE_PLAYER_LAYER__BACK,0,0,3,11
29,0,18,26,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,11
37,0,20,31,TRACK_AIR_CORNER,0,-31,0,0
38,0,9,18,TRACK_AIR_CORNER,0,-18,0,0
38,0,10,19,TRACK,50,0,40,7
38,0,29,31,TRACK_AIR_CORNER,1,-31,0,0
39,0,7,9,TRACK_AIR_CORNER,0,-9,0,0
39,0,8,10,TRACK,50,0,40,9
39,0,8,19,TRACK,0,-30,20,8
39,0,9,19,TRACK_AIR_CORNER,3,-19,0,0
40,0,4,4,SPIKES__NORMAL_LEFT,-4,-4,0,0
40,0,1,9,TRACK_AIR_CORNER,1,-9,0,0
40,0,0,10,TRACK,0,90,70,10
10,1,18,25,TRACK_AIR_CORNER,0,-57,0,0
10,1,19,26,TRACK,56,0,45,2
12,1,1,26,PIPE_EXIT,127,30,2,3
16,1,13,16,SPIKES__NORMAL_UP,-13,-48,0,0
17,1,17,16,SPIKES__NORMAL_UP,-49,-48,0,0
18,1,21,16,SPIKES__NORMAL_UP,-85,-48,0,0
19,1,26,0,PLATFORM_THIN,0,0,2,6
20,1,20,2,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,6
20,1,20,9,SPRING__RIGHT,0,-41,0,0
21,1,29,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,13
22,1,4,0,SPRING__BIG_UPRIGHT,0,-32,0,0
22,1,27,13,CONVEYOR_BELT,0,0,13,5
22,1,0,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
22,1,19,16,SPIKES__HIDING_UP,45,-48,0,0
26,1,21,30,PLATFORM_SQUARE,1,0,9,2
27,1,21,17,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,20
27,1,24,17,TOGGLE_PLAYER_LAYER__BACK,0,0,3,4
27,1,10,26,MOVING_SPRING,0,0,2,5
28,1,1,12,SPIKES__NORMAL_UP,127,-44,0,0
28,1,4,25,TOGGLE_PLAYER_LAYER__BACK,0,0,6,3
28,1,4,28,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,9
28,1,7,28,TOGGLE_PLAYER_LAYER__BACK,0,0,3,9
29,1,15,5,TOGGLE_PLAYER_LAYER__BACK,0,0,3,11
29,1,18,5,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,11
29,1,15,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
