Adv2,RINGS,42,10
19,0,30,15
20,0,1,15
20,0,4,15
20,0,32,22
20,0,7,33
21,0,4,22
21,0,8,22
21,0,7,29
21,0,4,32
23,0,2,19
23,0,5,19
23,0,8,19
38,0,23,21
38,0,27,21
38,0,31,21
38,0,6,33
38,0,10,33
38,0,14,33
39,0,32,15
39,0,32,19
39,0,32,23
10,1,32,27
11,1,5,27
11,1,10,27
13,1,22,32
13,1,25,32
13,1,28,32
16,1,9,12
16,1,9,16
16,1,9,20
17,1,13,12
17,1,13,16
17,1,13,20
18,1,17,12
18,1,17,16
18,1,17,20
20,1,7,5
20,1,7,9
21,1,1,3
21,1,3,12
21,1,7,15
21,1,11,18
24,1,2,16
24,1,6,18
24,1,10,20
25,1,22,18
25,1,25,18
25,1,28,18
25,1,25,22
25,1,25,26
26,1,20,26
26,1,23,26
26,1,26,26
27,1,10,9
27,1,10,13
27,1,10,17
27,1,24,20
27,1,18,23
27,1,30,23
27,1,16,28
27,1,32,28
29,1,12,22
29,1,12,26
29,1,12,30
30,1,1,27
30,1,5,27
30,1,9,27
37,1,21,15
37,1,21,19
37,1,21,23
37,1,26,26
37,1,26,30
38,1,10,5
38,1,10,9
38,1,12,12
38,1,16,12
38,1,20,12
38,1,8,23
38,1,12,23
38,1,16,23
38,1,18,26
38,1,18,30
39,1,32,2
39,1,32,6
39,1,32,10
39,1,32,21
39,1,32,25
39,1,32,29
10,2,19,7
10,2,19,12
10,2,19,17
12,2,23,25
12,2,20,28
12,2,17,31
16,2,8,30
16,2,11,30
16,2,8,33
16,2,11,33
22,2,25,21
22,2,25,26
22,2,25,31
24,2,7,3
24,2,10,3
25,2,7,6
25,2,10,6
25,2,13,6
26,2,30,26
27,2,32,10
27,2,31,16
27,2,27,19
27,2,1,26
27,2,4,26
27,2,19,28
27,2,22,31
30,2,1,20
30,2,16,20
30,2,1,25
30,2,16,25
30,2,1,30
30,2,16,30
31,2,2,8
31,2,6,10
31,2,10,12
31,2,14,32
37,2,26,2
37,2,21,4
37,2,21,8
37,2,21,12
37,2,32,28
38,2,12,2
38,2,16,2
38,2,20,2
38,2,10,4
38,2,10,8
38,2,18,8
38,2,10,12
38,2,14,12
38,2,18,12
38,2,4,28
38,2,8,28
39,2,11,11
39,2,15,11
39,2,19,11
39,2,1,29
10,3,19,7
10,3,19,12
10,3,19,17
11,3,18,11
11,3,21,11
11,3,24,11
12,3,20,29
12,3,23,29
12,3,26,29
14,3,10,5
14,3,15,5
14,3,20,5
15,3,1,5
15,3,6,5
15,3,11,5
15,3,29,29
15,3,28,32
18,3,24,14
18,3,27,14
18,3,30,14
19,3,10,5
19,3,10,8
19,3,10,11
19,3,29,27
19,3,32,27
19,3,30,32
20,3,3,27
20,3,6,27
20,3,1,32
20,3,4,32
20,3,7,32
22,3,31,20
22,3,31,25
22,3,31,30
23,3,29,20
23,3,29,25
23,3,29,30
24,3,16,10
24,3,21,10
24,3,26,10
24,3,29,23
25,3,1,23
25,3,5,25
25,3,20,33
26,3,9,3
26,3,12,3
26,3,15,3
27,3,23,3
28,3,6,19
28,3,9,19
28,3,12,19
29,3,27,6
29,3,27,11
29,3,27,16
30,3,8,6
30,3,8,11
30,3,31,15
30,3,8,16
30,3,28,18
31,3,11,3
31,3,8,6
31,3,2,12
31,3,9,19
31,3,14,19
31,3,19,19
34,3,18,31
34,3,21,31
34,3,24,31
34,3,27,31
34,3,30,31
39,3,1,2
39,3,1,7
8,4,6,23
8,4,30,26
8,4,6,27
8,4,6,31
9,4,1,26
9,4,4,26
10,4,7,17
10,4,10,17
10,4,13,17
13,4,26,5
13,4,28,7
13,4,30,9
14,4,2,13
14,4,4,15
14,4,6,17
14,4,10,21
14,4,12,23
14,4,14,25
15,4,26,3
16,4,13,21
16,4,17,21
16,4,21,21
19,4,1,5
19,4,4,5
19,4,7,5
19,4,26,24
19,4,29,24
19,4,32,24
20,4,3,24
21,4,6,8
21,4,9,8
21,4,12,8
21,4,19,15
21,4,22,15
21,4,25,15
21,4,6,24
21,4,9,24
21,4,12,24
21,4,6,27
21,4,9,27
21,4,12,27
23,4,3,13
23,4,8,13
23,4,13,13
25,4,24,3
25,4,28,5
25,4,32,17
26,4,4,17
26,4,8,17
27,4,5,3
27,4,4,8
27,4,1,11
29,4,8,32
30,4,23,13
30,4,28,13
31,4,1,13
31,4,15,13
31,4,20,13
31,4,25,13
33,4,30,10
33,4,28,16
34,4,18,2
34,4,21,2
34,4,24,2
34,4,27,2
34,4,30,2
34,4,4,8
34,4,10,10
34,4,12,16
36,4,25,7
36,4,22,10
36,4,19,13
7,5,7,15
7,5,7,19
7,5,7,23
10,5,12,17
10,5,15,17
10,5,18,17
13,5,10,13
13,5,15,13
13,5,20,13
14,5,17,20
14,5,17,25
14,5,17,30
18,5,26,6
18,5,27,11
18,5,31,13
19,5,3,13
20,5,18,12
20,5,22,14
20,5,26,16
21,5,32,10
22,5,12,2
22,5,15,2
22,5,3,10
26,5,11,3
26,5,11,6
26,5,11,9
28,5,32,9
29,5,2,3
29,5,14,3
29,5,16,9
30,5,5,15
30,5,8,15
30,5,11,15
32,5,19,21
32,5,23,21
32,5,27,21
33,5,26,25
33,5,30,25
34,5,2,25
35,5,20,23
35,5,16,25
35,5,12,27
36,5,22,23
36,5,22,27
36,5,22,31
37,5,20,3
37,5,23,3
37,5,20,6
37,5,23,6
1,6,6,30
1,6,10,32
4,6,17,25
4,6,20,25
