Adv2,RINGS,80,19
66,1,6,30
56,2,28,3
57,2,1,3
57,2,6,3
58,2,7,19
58,2,11,19
58,2,3,19
60,2,7,28
60,2,7,23
60,2,7,18
61,2,12,10
61,2,17,12
61,2,22,14
62,2,30,3
63,2,3,3
63,2,8,3
66,2,10,0
66,2,14,2
67,2,4,25
67,2,8,23
67,2,0,27
55,3,13,31
60,3,7,1
62,3,29,5
62,3,29,13
62,3,29,9
66,3,8,15
66,3,12,17
66,3,16,19
51,4,12,11
51,4,17,11
51,4,22,11
52,4,4,18
52,4,8,20
52,4,12,21
55,4,5,2
55,4,9,1
57,4,14,26
57,4,18,24
57,4,22,22
42,5,21,21
42,5,26,22
42,5,31,23
44,5,16,27
44,5,20,27
44,5,24,27
46,5,11,22
46,5,15,24
46,5,19,26
46,5,25,10
46,5,30,11
47,5,3,12
51,5,22,27
51,5,27,27
52,5,0,27
53,5,20,17
53,5,12,25
53,5,14,19
53,5,26,19
53,5,28,25
54,5,15,22
54,5,18,25
54,5,21,28
54,5,24,31
56,5,2,10
56,5,6,12
56,5,10,14
58,5,12,3
58,5,16,3
58,5,20,3
59,5,28,6
60,5,0,6
60,5,4,6
42,6,7,2
42,6,11,4
42,6,15,6
45,6,7,26
45,6,11,28
45,6,15,30
49,6,23,15
49,6,27,17
49,6,31,19
52,6,30,5
53,6,2,4
53,6,6,2
32,7,29,22
32,7,25,24
32,7,21,26
34,7,21,20
34,7,24,23
34,7,27,26
37,7,29,8
38,7,6,26
38,7,14,30
38,7,10,28
38,7,1,6
38,7,5,4
42,7,14,14
42,7,18,12
42,7,22,10
48,7,17,10
48,7,21,10
48,7,25,10
50,7,27,19
50,7,31,21
51,7,3,23
54,7,18,26
54,7,22,26
54,7,26,26
57,7,31,31
58,7,3,31
58,7,7,31
60,7,9,3
60,7,13,3
60,7,5,3
26,8,14,16
26,8,17,16
26,8,20,16
26,8,14,18
26,8,17,18
26,8,20,18
37,8,17,12
37,8,21,10
37,8,25,8
37,8,19,26
37,8,23,28
37,8,27,30
38,8,21,30
38,8,25,28
38,8,29,26
41,8,9,9
41,8,13,9
41,8,17,9
41,8,29,17
42,8,5,17
42,8,1,17
50,8,1,23
50,8,4,23
50,8,7,23
50,8,18,28
50,8,21,28
50,8,24,28
28,9,30,18
29,9,0,22
29,9,4,24
32,9,29,7
33,9,7,11
33,9,2,9
34,9,16,21
34,9,8,29
34,9,10,23
34,9,22,23
34,9,24,29
35,9,9,10
35,9,13,8
35,9,17,6
36,9,0,28
36,9,3,25
36,9,6,22
36,9,26,24
36,9,30,26
37,9,2,28
41,9,8,9
41,9,0,17
41,9,2,11
41,9,14,11
41,9,16,17
43,9,26,12
43,9,26,18
43,9,26,24
43,9,26,30
56,9,1,7
56,9,1,13
56,9,1,19
23,10,10,3
23,10,14,3
23,10,18,3
23,10,24,26
23,10,28,26
23,10,20,26
24,10,21,21
24,10,25,21
24,10,29,21
25,10,22,30
28,10,17,20
28,10,21,18
28,10,13,22
37,10,21,31
37,10,13,23
37,10,17,27
38,10,12,13
38,10,16,14
38,10,20,15
39,10,12,1
39,10,6,3
39,10,4,9
39,10,18,3
39,10,20,9
17,11,7,24
17,11,4,24
17,11,10,24
18,11,10,30
25,11,30,2
25,11,26,0
25,11,25,14
25,11,21,16
25,11,17,18
27,11,27,14
27,11,31,16
28,11,3,18
32,11,13,7
32,11,19,7
32,11,25,7
32,11,31,7
37,11,9,29
37,11,12,29
37,11,15,29
39,11,5,10
39,11,9,12
39,11,13,14
6,12,8,16
6,12,4,16
6,12,12,16
7,12,7,30
9,12,10,24
9,12,14,22
9,12,6,26
12,12,6,8
12,12,11,8
12,12,16,8
13,12,17,20
13,12,21,22
13,12,26,23
14,12,8,9
14,12,0,17
14,12,2,11
14,12,14,11
14,12,16,17
18,12,21,20
18,12,18,17
18,12,15,14
18,12,14,0
18,12,18,2
21,12,6,8
21,12,10,6
21,12,14,4
26,12,0,17
26,12,5,17
26,12,10,17
27,12,19,29
29,12,11,4
29,12,11,8
29,12,11,12
31,12,4,17
31,12,8,17
31,12,12,17
32,12,31,8
33,12,3,9
33,12,7,10
37,12,25,2
37,12,28,2
37,12,31,2
39,12,1,10
39,12,5,8
39,12,9,6
2,13,13,30
2,13,28,1
3,13,1,1
3,13,6,1
5,13,6,20
5,13,10,20
5,13,2,20
7,13,15,2
7,13,11,0
7,13,0,11
7,13,4,11
7,13,8,11
8,13,10,2
8,13,6,4
8,13,2,6
8,13,28,18
9,13,4,18
9,13,0,18
19,13,28,9
19,13,30,28
20,13,4,5
20,13,0,7
20,13,2,30
22,13,1,31
22,13,18,23
22,13,22,23
22,13,26,23
27,13,22,0
27,13,25,3
28,13,25,23
28,13,29,23
29,13,1,23
2,14,21,2
2,14,17,0
2,14,21,20
2,14,13,16
2,14,17,18
7,14,25,2
7,14,21,4
7,14,17,6
9,14,19,24
9,14,11,24
9,14,15,24
12,14,23,7
12,14,28,7
13,14,1,7
17,14,30,8
17,14,26,10
18,14,2,6
20,14,6,0
21,14,25,1
21,14,29,0
7,15,10,3
7,15,14,3
7,15,6,3
12,15,30,6
12,15,25,6
12,15,20,6
15,15,20,4
15,15,20,8
15,15,20,12
12,16,29,27
13,16,1,27
13,16,5,27
14,16,16,14
14,16,21,14
14,16,26,14
