Adv2,RINGS,45,6
15,0,18,5
15,0,21,5
15,0,16,8
15,0,19,8
15,0,22,8
16,0,16,29
16,0,10,31
16,0,22,31
17,0,18,29
17,0,21,29
17,0,24,29
17,0,16,32
17,0,19,32
17,0,22,32
17,0,25,32
18,0,30,22
18,0,28,25
18,0,32,25
19,0,1,22
19,0,3,25
23,0,26,32
23,0,29,32
23,0,32,32
25,0,14,24
25,0,12,26
25,0,16,26
25,0,14,28
25,0,14,32
28,0,32,20
28,0,32,23
28,0,32,26
29,0,20,32
30,0,3,20
30,0,6,20
30,0,9,20
5,1,20,33
7,1,14,27
7,1,17,27
7,1,20,27
7,1,23,27
7,1,12,30
7,1,15,30
7,1,18,30
7,1,21,30
7,1,24,30
15,1,10,20
15,1,10,24
15,1,10,28
16,1,8,5
16,1,24,5
17,1,20,9
17,1,14,11
17,1,26,11
17,1,12,17
17,1,28,17
18,1,10,32
20,1,30,4
20,1,30,8
20,1,30,12
20,1,13,18
20,1,16,18
20,1,19,18
21,1,24,6
21,1,28,10
21,1,31,16
23,1,25,3
23,1,28,3
23,1,31,3
24,1,2,3
24,1,30,23
24,1,28,29
25,1,4,21
25,1,10,23
25,1,12,29
26,1,8,33
27,1,32,13
27,1,28,14
28,1,4,12
29,1,23,3
29,1,26,6
29,1,29,9
29,1,32,12
29,1,8,24
29,1,11,24
29,1,14,24
29,1,6,26
29,1,9,26
29,1,12,26
30,1,3,15
30,1,6,18
31,1,11,7
31,1,14,7
31,1,17,7
31,1,9,10
31,1,12,10
31,1,15,10
31,1,18,10
31,1,17,22
31,1,20,22
31,1,23,22
1,2,32,19
1,2,10,22
1,2,13,22
1,2,16,22
2,2,23,15
2,2,26,15
2,2,29,15
2,2,3,19
2,2,6,19
4,2,30,18
4,2,26,19
4,2,22,20
5,2,14,3
5,2,26,3
5,2,12,9
5,2,28,9
6,2,10,24
6,2,16,27
6,2,22,30
6,2,28,33
9,2,32,13
9,2,32,16
9,2,30,18
9,2,32,19
9,2,32,22
10,2,2,18
11,2,14,33
13,2,28,25
13,2,24,26
13,2,20,27
15,2,2,29
15,2,5,29
15,2,8,29
18,2,16,3
18,2,22,6
21,2,29,16
21,2,30,27
22,2,30,8
22,2,2,9
22,2,1,14
22,2,31,15
22,2,1,27
22,2,4,27
23,2,31,4
23,2,12,7
23,2,11,15
23,2,5,17
24,2,3,5
24,2,7,6
25,2,32,9
26,2,2,3
26,2,14,3
26,2,16,9
27,2,7,32
28,2,4,11
28,2,8,12
28,2,12,13
28,2,12,28
28,2,15,28
28,2,18,28
29,2,11,13
29,2,7,14
29,2,3,15
29,2,17,29
29,2,20,29
29,2,23,29
30,2,18,12
30,2,15,13
30,2,12,14
30,2,32,29
31,2,19,11
31,2,22,11
31,2,25,11
31,2,3,29
31,2,6,29
31,2,29,31
31,2,25,32
32,2,18,10
32,2,22,11
32,2,27,12
32,2,31,13
32,2,1,32
33,2,1,25
33,2,4,25
33,2,7,25
34,2,4,23
34,2,7,23
34,2,10,23
35,2,6,25
35,2,10,25
35,2,2,26
35,2,14,26
8,3,13,5
8,3,20,5
8,3,26,6
8,3,7,7
8,3,32,8
8,3,2,9
11,3,10,2
11,3,6,3
13,3,6,10
13,3,6,15
13,3,8,19
13,3,12,20
13,3,16,20
13,3,26,31
13,3,29,31
13,3,32,31
13,3,14,33
14,3,30,15
14,3,30,18
14,3,30,21
16,3,20,4
16,3,20,7
16,3,20,10
17,3,24,17
17,3,24,21
17,3,24,25
18,3,24,2
18,3,28,2
18,3,32,2
18,3,10,30
18,3,13,33
19,3,28,14
19,3,31,14
20,3,2,14
21,3,12,4
21,3,15,4
21,3,18,4
22,3,8,21
22,3,11,21
22,3,14,21
23,3,10,2
23,3,13,2
23,3,16,2
24,3,4,14
24,3,26,17
24,3,29,17
24,3,32,17
24,3,4,18
24,3,4,22
25,3,32,15
25,3,29,19
25,3,25,20
26,3,31,2
26,3,7,10
26,3,3,11
27,3,3,2
8,4,21,15
8,4,25,16
8,4,29,17
10,4,20,8
10,4,20,11
10,4,20,14
11,4,25,4
11,4,28,4
11,4,31,4
12,4,14,12
12,4,17,12
12,4,20,12
12,4,19,15
12,4,22,15
13,4,14,5
13,4,14,9
16,4,7,9
16,4,10,9
16,4,13,9
16,4,12,29
16,4,17,30
16,4,22,31
17,4,24,3
17,4,24,7
17,4,24,11
17,4,12,17
17,4,12,20
17,4,12,23
18,4,16,4
18,4,19,7
18,4,22,10
18,4,25,13
18,4,28,16
20,4,17,9
20,4,20,9
20,4,23,9
20,4,26,9
20,4,15,12
20,4,18,12
20,4,21,12
20,4,24,12
20,4,27,12
20,4,20,21
20,4,14,23
20,4,26,23
20,4,12,29
20,4,28,29
22,4,20,10
22,4,23,13
22,4,24,17
22,4,2,25
22,4,2,28
22,4,2,31
21,5,28,16
21,5,32,16
22,5,2,11
22,5,2,14
