Adv2,INTERACTABLES,45,6,,,,,
15,0,31,24,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
15,0,31,26,TOGGLE_PLAYER_LAYER__BACK,0,0,2,26
15,0,25,29,PLATFORM_THIN,1,0,2,10
16,0,21,23,SPRING__SMALL_UPLEFT,0,-23,0,0
16,0,1,26,TOGGLE_PLAYER_LAYER__FRONT,1,0,3,24
16,0,13,26,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
16,0,16,26,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
29,0,24,25,PLATFORM_THIN__FALLING,72,-25,0,0
29,0,12,28,GRIND_RAIL__START,0,0,6,2
42,0,14,2,STAGE_GOAL,0,0,0,0
42,0,14,17,STAGE_GOAL,0,0,0,0
42,0,14,31,STAGE_GOAL,0,0,0,0
5,1,3,28,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
5,1,3,30,TOGGLE_PLAYER_LAYER__BACK,0,0,2,25
5,1,5,30,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,25
5,1,17,30,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
5,1,20,30,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
6,1,0,29,SPRING__BIG_UPRIGHT,0,-61,0,0
6,1,8,31,PLATFORM_THIN,0,0,2,16
14,1,20,27,WALL_POLE__LEFT,44,-59,0,0
15,1,29,15,BOOSTER__SLIGHT_LEFT,3,0,0,0
15,1,21,16,CHECKPOINT,1,-48,0,0
17,1,3,4,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
17,1,3,6,TOGGLE_PLAYER_LAYER__BACK,0,0,2,19
17,1,5,6,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,21
17,1,17,6,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
17,1,20,6,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
18,1,0,5,SPRING__BIG_UPRIGHT,0,-37,0,0
19,1,5,10,PLATFORM_THIN,0,0,2,8
