Adv2,RINGS,41,6
1,0,9,20
1,0,13,22
1,0,17,24
1,0,21,26
22,0,24,29
22,0,24,33
23,0,31,30
24,0,2,30
24,0,5,30
25,0,10,33
2,1,15,7
2,1,19,9
2,1,23,11
2,1,27,13
16,1,6,31
16,1,9,31
16,1,12,31
22,1,24,5
24,1,30,11
24,1,30,15
24,1,30,19
25,1,10,5
25,1,10,9
27,1,22,3
27,1,26,5
27,1,30,7
28,1,2,9
28,1,18,17
28,1,22,19
28,1,26,21
28,1,30,23
30,1,20,20
30,1,25,20
30,1,30,20
31,1,3,20
31,1,8,20
33,1,18,27
33,1,23,27
33,1,28,27
34,1,1,27
34,1,6,27
34,1,11,27
35,1,18,21
35,1,22,23
35,1,26,25
35,1,30,27
1,2,9,4
1,2,13,6
1,2,17,8
1,2,21,10
2,2,27,4
2,2,23,6
2,2,19,8
2,2,15,10
2,2,15,23
2,2,19,25
2,2,23,27
2,2,27,29
7,2,7,11
7,2,10,11
7,2,13,11
8,2,11,25
8,2,14,25
8,2,17,25
10,2,11,15
10,2,14,15
10,2,17,15
10,2,26,24
10,2,26,28
10,2,26,32
12,2,17,31
12,2,22,31
12,2,27,31
12,2,32,31
13,2,5,31
13,2,10,31
14,2,17,14
14,2,13,16
14,2,9,18
15,2,3,7
15,2,6,7
15,2,9,7
15,2,25,8
15,2,28,8
15,2,31,8
17,2,23,28
17,2,26,28
17,2,29,28
18,2,22,26
18,2,22,30
19,2,13,12
19,2,13,15
19,2,13,18
21,2,10,26
21,2,9,30
21,2,5,31
22,2,25,24
22,2,25,28
22,2,25,32
24,2,24,27
24,2,18,29
24,2,30,29
27,2,14,14
27,2,15,18
27,2,19,19
28,2,14,14
28,2,13,18
28,2,9,19
29,2,16,16
29,2,21,19
29,2,25,23
29,2,29,27
30,2,27,8
30,2,27,12
30,2,27,16
31,2,9,15
31,2,13,16
31,2,14,20
32,2,25,7
32,2,30,7
33,2,3,7
33,2,8,7
33,2,13,7
33,2,18,7
34,2,14,11
34,2,18,13
34,2,22,15
34,2,16,27
34,2,10,29
34,2,22,29
35,2,4,10
35,2,8,10
35,2,12,10
35,2,6,13
35,2,10,13
36,2,14,3
36,2,18,5
36,2,22,7
36,2,26,9
37,2,2,20
37,2,2,25
37,2,2,30
3,3,29,2
4,3,1,4
4,3,5,6
4,3,9,8
5,3,3,21
5,3,7,23
5,3,11,25
5,3,15,27
7,3,3,3
7,3,6,3
7,3,9,3
8,3,32,7
8,3,26,9
8,3,24,15
9,3,22,5
9,3,26,7
9,3,6,9
9,3,30,9
9,3,8,15
10,3,2,11
10,3,18,19
10,3,22,21
10,3,26,23
10,3,30,25
11,3,23,30
11,3,27,32
12,3,24,19
12,3,30,21
12,3,32,27
12,3,30,33
13,3,31,22
13,3,31,26
13,3,31,30
15,3,22,30
17,3,30,30
18,3,22,2
18,3,10,12
18,3,10,16
18,3,10,20
19,3,12,5
19,3,12,9
19,3,12,13
19,3,25,19
19,3,31,19
20,3,5,21
20,3,7,27
24,3,16,3
24,3,32,3
25,3,26,27
25,3,25,31
25,3,21,32
34,3,8,3
34,3,24,3
34,3,32,27
35,3,8,19
35,3,2,21
35,3,14,21
35,3,16,27
36,3,22,12
36,3,21,16
36,3,17,17
8,4,25,7
8,4,26,11
8,4,30,12
9,4,29,12
10,4,2,7
10,4,1,11
11,4,31,2
15,4,21,2
15,4,17,3
15,4,10,31
15,4,14,33
17,4,30,2
17,4,30,6
15,5,18,3
17,5,18,2
17,5,17,6
17,5,13,7
