Adv2,INTERACTABLES,41,6,,,,,
1,0,4,12,HOOK_RAIL,1,-12,0,0
20,0,5,28,TRACK,52,0,37,3
21,0,21,28,PIPE_EXIT,75,30,2,4
24,0,17,30,SECURITY_GATE,1,0,19,18
27,0,12,24,HOOK_RAIL,1,-24,0,0
38,0,1,0,STAGE_GOAL,0,1,0,0
38,0,1,20,STAGE_GOAL,0,1,0,0
3,1,0,28,HOOK_RAIL,0,-60,0,0
17,1,30,28,SWINGING_HOOK,1,-60,0,0
18,1,19,28,SWINGING_HOOK,0,-60,0,0
22,1,24,11,IA096,40,-43,0,0
22,1,22,12,TOGGLE__PLAYER_VISIBILITY,1,0,3,4
22,1,24,12,MARBLE_TRACK__UNK,32,0,120,0
23,1,17,14,BOUNCE_BLOCK,15,-46,0,0
23,1,12,25,PLATFORM_THIN,0,0,5,2
23,1,2,27,LAVA,0,0,24,4
24,1,17,16,SECURITY_GATE,1,0,19,16
24,1,10,25,SPIKES__HIDING_UP,-10,-57,0,0
25,1,17,16,SWINGING_HOOK,0,-48,0,0
25,1,1,28,TRAMPOLINE,-33,-60,0,0
29,1,22,30,SPRING__SMALL_UPLEFT,0,-62,0,0
30,1,15,12,CRANE_CLAW,0,0,30,2
33,1,29,28,SWING_ROPE,-17,0,35,2
35,1,8,10,HOOK_RAIL,1,1,1,1
38,1,1,8,STAGE_GOAL,0,1,0,0
38,1,1,28,STAGE_GOAL,0,1,0,0
3,2,14,20,SPRING__UP,0,-84,0,0
3,2,18,20,SPRING__UP,0,-84,0,0
3,2,24,26,HOOK_RAIL,1,-90,0,0
8,2,8,28,PLATFORM_THIN__FALLING,-8,-92,0,0
9,2,12,26,HOOK_RAIL,1,-90,0,0
15,2,22,17,BOUNCE_BLOCK,10,-81,0,0
15,2,5,18,CONVEYOR_BELT,0,0,13,5
15,2,30,26,BOUNCE_BLOCK,2,-90,0,0
15,2,0,30,CONVEYOR_BELT,1,0,19,5
16,2,3,11,BOUNCE_BLOCK,-3,-75,0,0
19,2,3,14,CHECKPOINT,3,-78,0,0
20,2,17,0,PIPE_ENTRANCE,0,10,1,0
20,2,5,6,TRACK,0,-45,30,2
20,2,17,6,TRACK,-15,0,10,1
20,2,20,20,TOGGLE_PLAYER_LAYER__BACK,0,0,3,16
20,2,23,20,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
21,2,0,10,TOGGLE_PLAYER_LAYER__BACK,0,0,15,3
22,2,22,11,TOGGLE__PLAYER_VISIBILITY,0,0,3,4
24,2,7,20,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
24,2,7,22,TOGGLE_PLAYER_LAYER__BACK,0,0,2,22
24,2,9,22,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,24
24,2,23,24,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
24,2,26,24,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,4
25,2,25,10,PLATFORM_THIN,0,0,2,10
25,2,31,29,PLATFORM_THIN,-3,0,5,2
26,2,10,6,TRACK,11,0,8,5
26,2,17,6,PIPE_EXIT,-81,30,2,6
26,2,10,18,TRACK,0,-15,10,4
26,2,26,18,TRACK,-19,0,13,3
27,2,21,1,PLATFORM_THIN__FALLING,-117,-65,0,0
28,2,28,15,SPRING__RIGHT,2,-79,0,0
29,2,4,14,CHECKPOINT,4,-78,0,0
30,2,26,21,SPRING__UP,0,-85,0,0
33,2,4,8,SWING_ROPE,-16,0,35,2
33,2,31,26,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
33,2,31,28,TOGGLE_PLAYER_LAYER__BACK,0,0,2,18
34,2,15,24,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
34,2,18,24,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
34,2,28,24,SPRING__BIG_UPRIGHT,0,-88,0,0
34,2,1,28,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,18
38,2,1,14,STAGE_GOAL,1,1,0,0
6,3,24,0,SPRING__BIG_UPRIGHT,0,-96,0,0
6,3,23,24,SECURITY_GATE,1,0,13,6
6,3,29,30,CHECKPOINT,1,-126,0,0
7,3,2,31,SPRING__UP,1,-127,0,0
8,3,15,0,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
8,3,15,2,TOGGLE_PLAYER_LAYER__BACK,0,0,2,22
8,3,17,2,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,24
8,3,31,4,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
9,3,2,4,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,4
10,3,26,7,SPRING__UP,0,-103,0,0
10,3,14,19,SPRING__UP,0,-115,0,0
12,3,29,0,SWING_ROPE,-17,0,35,2
12,3,14,25,SPRING__UP,0,-121,0,0
16,3,21,12,SECURITY_GATE,1,0,16,12
16,3,8,24,SPIKES__HIDING_UP,-8,-120,0,0
17,3,7,18,PLATFORM_THIN,0,0,4,2
17,3,28,18,PLATFORM_THIN,-2,0,4,2
18,3,22,7,SPRING__UP,0,-103,0,0
18,3,10,25,SPRING__UP,1,-121,0,0
18,3,10,25,SPRING__UP,1,-121,0,0
18,3,10,25,SPRING__UP,1,-121,0,0
18,3,10,25,SPRING__UP,1,-121,0,0
19,3,12,25,SPRING__UP,1,-121,0,0
22,3,26,8,BOUNCE_BLOCK,38,-104,0,0
22,3,22,11,LAVA,0,0,24,4
23,3,5,8,BOUNCE_BLOCK,27,-104,0,0
23,3,18,13,SPRING__UP,0,-109,0,0
26,3,2,18,SPIKES__HIDING_UP,-66,-114,0,0
26,3,17,22,PIPE_ENTRANCE,0,10,1,0
26,3,17,28,TRACK,13,0,9,1
26,3,26,28,TRACK,0,-45,30,2
34,3,23,22,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
34,3,23,24,TOGGLE_PLAYER_LAYER__BACK,0,0,2,14
34,3,25,24,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,14
35,3,7,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
35,3,10,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,4
37,3,2,7,SPRING__UP,0,-103,0,0
14,4,4,0,PLATFORM_CRUMBLING,60,-128,0,0
14,4,20,4,PLATFORM_CRUMBLING,44,124,0,0
14,4,24,5,SPRING__RIGHT,3,123,0,0
17,4,29,28,TRAMPOLINE,-61,100,0,0
18,4,12,10,BOOSTER,-76,0,0,0
17,5,1,8,CHECKPOINT,2,88,0,0
