Adv2,RINGS,51,6
8,0,13,16
8,0,16,16
8,0,19,16
8,0,12,19
8,0,15,19
8,0,18,19
8,0,21,19
21,0,29,23
21,0,32,23
21,0,27,26
21,0,30,26
22,0,3,23
22,0,1,26
22,0,4,26
1,1,26,18
1,1,31,18
1,1,22,19
3,1,13,14
3,1,16,14
3,1,19,14
4,1,14,21
4,1,18,21
4,1,22,21
4,1,10,23
4,1,6,24
5,1,4,11
5,1,7,11
5,1,10,11
5,1,11,21
5,1,15,21
5,1,19,21
5,1,24,22
6,1,31,20
7,1,2,20
7,1,5,20
8,1,26,11
8,1,29,11
8,1,32,11
8,1,29,23
9,1,1,24
9,1,5,26
9,1,9,27
9,1,13,27
10,1,27,15
10,1,31,17
10,1,14,19
10,1,13,22
10,1,7,24
10,1,10,24
11,1,20,9
11,1,14,11
11,1,26,11
11,1,12,17
11,1,28,17
11,1,3,19
13,1,4,33
14,1,24,27
14,1,27,27
14,1,30,27
14,1,21,30
14,1,24,30
14,1,27,30
14,1,30,30
15,1,1,30
27,1,29,5
27,1,10,6
27,1,32,8
27,1,10,10
27,1,10,14
28,1,4,12
28,1,7,15
28,1,10,18
28,1,14,22
28,1,17,25
28,1,20,28
29,1,18,19
29,1,21,19
29,1,24,19
29,1,17,22
29,1,20,22
29,1,23,22
29,1,26,22
12,2,30,3
12,2,13,8
12,2,28,9
12,2,17,10
12,2,21,12
13,2,10,3
13,2,12,9
14,2,27,33
28,2,28,13
28,2,22,15
28,2,20,21
29,2,2,15
29,2,4,21
31,2,2,25
31,2,2,28
31,2,2,31
33,2,7,8
33,2,10,8
33,2,13,8
33,2,14,14
33,2,17,14
33,2,20,14
33,2,20,19
33,2,23,19
33,2,26,19
34,2,17,19
34,2,20,19
34,2,16,22
34,2,19,22
34,2,22,22
35,2,30,20
35,2,30,23
35,2,30,26
35,2,30,29
39,2,3,18
39,2,6,21
39,2,9,24
39,2,12,27
39,2,18,33
14,3,22,3
14,3,30,4
14,3,25,6
14,3,28,9
15,3,1,7
15,3,7,13
15,3,2,15
15,3,10,16
15,3,5,18
15,3,13,19
15,3,8,21
15,3,19,25
15,3,14,27
15,3,22,28
15,3,17,30
15,3,25,31
15,3,20,33
24,3,22,15
24,3,20,17
24,3,24,17
24,3,22,18
24,3,22,21
25,3,10,27
25,3,13,27
25,3,16,27
26,3,6,24
26,3,9,24
26,3,12,24
27,3,31,18
27,3,25,22
27,3,31,22
28,3,10,14
28,3,13,14
28,3,7,17
28,3,10,17
28,3,13,17
28,3,16,17
28,3,5,22
29,3,13,6
29,3,18,8
29,3,23,9
32,3,18,26
32,3,17,30
32,3,14,32
33,3,24,5
33,3,18,7
33,3,30,7
33,3,16,13
33,3,32,13
34,3,32,25
34,3,13,31
34,3,18,32
34,3,23,32
35,3,8,17
35,3,2,19
35,3,14,19
35,3,16,25
37,3,8,8
37,3,8,11
37,3,8,14
37,3,19,20
37,3,23,20
37,3,27,20
38,3,26,26
38,3,29,26
39,3,21,4
39,3,24,7
39,3,27,10
39,3,28,18
39,3,21,20
39,3,15,23
39,3,10,25
39,3,2,26
40,3,8,16
40,3,12,16
40,3,3,17
40,3,17,17
40,3,24,18
40,3,4,20
40,3,31,20
40,3,7,23
40,3,10,26
40,3,13,29
41,3,19,6
41,3,17,8
41,3,21,8
41,3,19,9
41,3,19,12
41,3,19,15
41,3,5,23
41,3,10,25
41,3,18,26
41,3,22,26
41,3,26,26
43,3,15,19
43,3,18,19
43,3,21,19
44,3,28,27
44,3,32,29
45,3,4,29
15,4,31,5
15,4,26,7
15,4,29,10
15,4,32,13
16,4,2,8
16,4,5,11
16,4,10,16
16,4,6,19
16,4,13,19
16,4,9,22
16,4,16,22
16,4,12,25
17,4,28,11
17,4,31,11
17,4,26,13
17,4,30,13
17,4,14,18
17,4,17,18
17,4,20,18
18,4,2,11
18,4,1,13
18,4,4,13
18,4,18,30
18,4,21,30
18,4,24,30
20,4,1,30
20,4,4,30
20,4,7,30
21,4,18,30
21,4,21,30
21,4,24,30
22,4,8,20
22,4,11,20
22,4,14,20
24,4,22,4
24,4,22,8
24,4,22,12
24,4,22,20
24,4,20,23
24,4,17,24
25,4,25,13
25,4,28,13
25,4,31,13
28,4,2,30
28,4,7,31
28,4,12,32
29,4,6,33
30,4,8,25
30,4,11,25
30,4,14,25
31,4,14,6
31,4,14,10
31,4,14,14
33,4,22,27
33,4,18,28
33,4,14,29
35,4,12,32
35,4,15,32
35,4,18,32
37,4,20,27
37,4,23,27
37,4,26,27
38,4,30,22
38,4,30,26
38,4,29,30
39,4,18,6
39,4,21,6
39,4,24,6
29,5,4,4
29,5,1,5
