Adv2,INTERACTABLES,30,11,,,,,
7,0,25,8,BUMPER_ROUND__LINEAR,7,-8,0,0
7,0,28,24,WALL_POLE__RIGHT,4,-24,0,0
9,0,25,31,FLIPPER,-57,-31,0,0
10,0,27,13,CONVEYOR_BELT,0,0,13,5
10,0,22,18,PLATFORM_THIN,0,0,2,4
11,0,26,12,SPIKES__HIDING_UP,-122,-12,0,0
11,0,7,13,CONVEYOR_BELT,0,0,13,5
11,0,31,13,CONVEYOR_BELT,0,0,13,5
12,0,11,13,CONVEYOR_BELT,0,0,13,5
13,0,27,19,PLATFORM_THIN,-5,0,7,2
13,0,10,23,SPIKES__NORMAL_LEFT,86,-23,0,0
13,0,10,27,SPIKES__NORMAL_LEFT,86,-27,0,0
14,0,10,15,PLATFORM_THIN,0,0,6,2
15,0,4,15,SHIP_SWING,28,-15,0,0
16,0,28,15,BUMPER_ROUND__LINEAR,-28,-15,0,0
16,0,8,26,BUMPER_ROUND__LINEAR,-8,-26,0,0
16,0,8,30,BUMPER_ROUND__LINEAR,-8,-30,0,0
17,0,20,2,SPIKES__NORMAL_LEFT,-52,-2,0,0
17,0,20,6,SPIKES__NORMAL_LEFT,-52,-6,0,0
17,0,11,9,PARTY_BALLOON,0,-9,0,0
17,0,2,15,BUMPER_ROUND__LINEAR,-34,-15,0,0
17,0,11,21,PARTY_BALLOON,1,-21,0,0
17,0,24,30,BREAKABLE_WALL,0,-30,0,0
18,0,12,2,SPIKES__NORMAL_RIGHT,-76,-2,0,0
18,0,12,6,SPIKES__NORMAL_RIGHT,-76,-6,0,0
19,0,17,7,SHIP_SWING,-113,-7,0,0
19,0,3,25,CONVEYOR_BELT,0,0,13,5
19,0,15,25,CONVEYOR_BELT,0,0,13,5
20,0,17,24,CHECKPOINT,6,-24,0,0
20,0,5,28,PLATFORM_THIN,0,0,5,2
21,0,6,23,CAROUSEL,90,-23,0,0
28,0,15,1,STAGE_GOAL,0,0,0,0
28,0,15,17,STAGE_GOAL,0,0,0,0
3,1,13,22,PARTY_BALLOON,1,-54,0,0
3,1,4,28,PARTY_BALLOON,0,-60,0,0
3,1,11,29,CONVEYOR_BELT,0,0,13,5
3,1,23,29,CONVEYOR_BELT,0,0,13,5
4,1,5,24,PARTY_BALLOON,2,-56,0,0
5,1,27,16,PARTY_BALLOON,1,-48,0,0
5,1,18,25,PARTY_BALLOON,1,-57,0,0
5,1,5,28,PARTY_BALLOON,2,-60,0,0
6,1,9,19,PARTY_BALLOON,2,-51,0,0
6,1,0,25,PARTY_BALLOON,0,-57,0,0
7,1,14,17,SPRING__UP,0,-49,0,0
7,1,4,26,WALL_POLE__RIGHT,28,-58,0,0
7,1,28,28,BUMPER_TRI__BIG,4,0,0,0
8,1,20,16,BUMPER_TRI__BIG,-20,0,0,0
8,1,17,20,MARBLE_TRACK__ENTRANCE,60,0,56,0
8,1,20,20,MARBLE_TRACK__DIR,76,38,60,31
8,1,17,21,MARBLE_TRACK__DIR,5,0,60,30
8,1,8,22,BUMPER_TRI__BIG,-8,0,0,0
8,1,29,27,PARTY_BALLOON,1,-59,0,0
8,1,21,30,PARTY_BALLOON,0,-62,0,0
9,1,4,25,PARTY_BALLOON,2,-57,0,0
9,1,30,28,BUMPER_TRI__BIG,0,0,0,0
10,1,21,4,SEGA_SONIC_LETTER,0,2,0,0
10,1,29,4,SEGA_SONIC_LETTER,5,2,0,0
10,1,4,16,SPRING__LEFT,1,-48,0,0
11,1,5,4,SEGA_SONIC_LETTER,6,2,0,0
11,1,13,4,SEGA_SONIC_LETTER,7,2,0,0
11,1,30,10,SPIKES__HIDING_UP,-126,-42,0,0
12,1,25,8,BUMPER_TRI__VERTICAL,103,-40,0,0
12,1,25,14,BUMPER_TRI__VERTICAL,103,-46,0,0
13,1,9,2,BUMPER_TRI__VERTICAL,0,-34,0,0
13,1,7,22,BUMPER_ROUND__LINEAR,89,-54,0,0
13,1,10,27,BUMPER_ROUND__LINEAR,86,-59,0,0
14,1,27,4,CHECKPOINT,1,-36,0,0
14,1,18,23,SPRING__UP,0,-55,0,0
14,1,6,28,SPIKES__NORMAL_UP,58,-60,0,0
15,1,0,5,CONVEYOR_BELT,1,0,13,5
15,1,12,5,CONVEYOR_BELT,1,0,13,5
16,1,23,5,FLIPPER,-23,-37,0,0
16,1,27,29,CONVEYOR_BELT,0,0,13,5
17,1,6,12,BUMPER__HEXAGON,0,0,9,2
17,1,27,17,BUMPER_TRI__HORIZONTAL,0,-49,0,0
17,1,7,29,CONVEYOR_BELT,0,0,13,5
18,1,0,17,BUMPER_TRI__HORIZONTAL,0,-49,0,0
18,1,5,17,BUMPER_TRI__HORIZONTAL,0,-49,0,0
19,1,5,11,PLATFORM_THIN,0,0,9,2
19,1,22,23,WALL_POLE__RIGHT,-118,-55,0,0
20,1,7,9,FLIPPER,0,-41,0,0
20,1,4,28,SPRING__DOWN,1,-60,0,0
22,1,16,16,BUMPER_TRI__BIG,48,0,0,0
22,1,24,28,PARTY_BALLOON,2,-60,0,0
24,1,12,16,BUMPER_TRI__BIG,0,0,0,0
28,1,15,0,STAGE_GOAL,0,0,0,0
28,1,15,15,STAGE_GOAL,0,0,0,0
1,2,28,0,BUMPER_ROUND__LINEAR,-60,-64,0,0
1,2,5,21,FLIPPER,-37,-85,0,0
1,2,24,26,RED_FLAG,-56,-90,0,0
1,2,10,29,BOWL,-42,-93,0,0
3,2,23,14,BUMPER_ROUND__CIRCULAR,2,6,5,2
3,2,23,14,BUMPER_ROUND__LINEAR,2,-78,0,0
3,2,23,14,BUMPER_ROUND__CIRCULAR,6,6,5,2
4,2,28,8,SPRING__RIGHT,2,-72,0,0
5,2,26,4,BUMPER_ROUND__LINEAR,0,0,8,2
6,2,24,5,WALL_POLE__LEFT,40,-69,0,0
