Adv2,RINGS,99,19
4,0,1,25
4,0,5,25
2,1,24,22
2,1,27,22
2,1,21,22
3,1,11,15
3,1,15,11
3,1,19,7
5,1,6,23
5,1,10,27
5,1,13,30
5,2,31,16
5,2,28,13
6,2,2,19
7,2,25,20
7,2,28,20
7,2,22,20
8,2,9,21
8,2,17,21
8,2,13,21
9,2,30,4
10,2,1,4
10,2,4,4
12,2,17,21
12,2,21,23
12,2,25,25
18,2,12,25
18,2,18,28
18,2,24,31
8,3,10,18
8,3,10,23
8,3,10,13
9,3,17,9
9,3,20,9
9,3,23,9
12,3,5,29
12,3,8,29
12,3,11,29
14,3,19,29
14,3,22,29
15,3,22,24
15,3,22,28
15,3,22,20
16,3,3,16
16,3,9,19
16,3,15,22
18,3,15,8
18,3,9,8
18,3,12,8
19,3,9,26
19,3,12,29
21,3,20,15
21,3,16,15
21,3,16,18
21,3,20,18
21,3,24,18
21,3,12,18
14,4,16,1
14,4,19,1
14,4,22,1
14,4,25,1
15,4,22,28
16,4,18,22
16,4,18,26
16,4,18,30
17,4,26,22
17,4,29,22
18,4,0,22
19,4,15,0
25,4,0,9
25,4,3,9
25,4,6,9
15,5,22,0
15,5,22,4
19,5,30,24
20,5,1,24
20,5,4,24
21,5,11,7
21,5,3,5
21,5,7,6
23,5,11,18
23,5,17,20
23,5,23,22
25,5,5,30
25,5,9,30
25,5,13,30
27,5,1,19
27,5,5,19
27,5,9,19
28,5,27,23
28,5,31,27
29,5,3,31
14,6,4,28
14,6,8,31
14,6,1,24
16,6,21,8
16,6,27,11
16,6,18,2
17,6,13,23
17,6,17,23
17,6,21,23
20,6,17,29
20,6,21,29
20,6,25,29
21,6,14,23
21,6,18,23
21,6,22,23
22,6,14,0
22,6,14,4
22,6,14,9
24,6,19,19
24,6,22,14
24,6,13,22
29,6,16,12
29,6,20,16
29,6,24,20
23,7,14,18
23,7,14,21
23,7,14,24
24,7,12,31
24,7,15,31
24,7,18,31
32,7,19,16
32,7,22,16
32,7,16,16
33,7,27,26
34,7,1,28
34,7,7,30
20,8,9,7
20,8,13,11
20,8,17,14
22,8,8,11
22,8,4,11
22,8,0,11
24,8,12,2
24,8,15,2
24,8,18,2
24,8,25,24
24,8,29,24
25,8,1,24
26,8,30,1
27,8,10,16
27,8,10,21
27,8,10,26
27,8,6,1
27,8,2,1
28,8,14,0
28,8,17,0
28,8,20,0
