Adv2,INTERACTABLES,99,19,,,,,
8,2,29,25,NOTE_BLOCK__SPHERE,5,0,0,0
9,2,26,14,NOTE_BLOCK__BLOCK,0,0,0,0
9,2,30,14,NOTE_BLOCK__BLOCK,1,0,0,0
9,2,8,24,NOTE_BLOCK__SPHERE,6,0,0,0
9,2,20,22,NOTE_BLOCK__SPHERE,7,0,0,0
10,2,2,14,NOTE_BLOCK__BLOCK,2,0,0,0
10,2,6,14,NOTE_BLOCK__BLOCK,3,0,0,0
10,2,10,14,NOTE_BLOCK__BLOCK,4,0,0,0
10,2,14,14,NOTE_BLOCK__BLOCK,5,0,0,0
17,2,20,20,GRIND_RAIL__START_AIR,-12,-3,24,3
8,3,22,18,NOTE_BLOCK__BLOCK,0,0,0,0
8,3,26,18,NOTE_BLOCK__BLOCK,1,0,0,0
8,3,30,18,NOTE_BLOCK__BLOCK,2,0,0,0
9,3,2,18,NOTE_BLOCK__BLOCK,3,0,0,0
9,3,6,18,NOTE_BLOCK__BLOCK,4,0,0,0
9,3,10,18,NOTE_BLOCK__BLOCK,5,0,0,0
13,3,4,2,SPRING__BIG_UPRIGHT,0,0,0,0
13,3,8,12,SPECIAL_RING,0,0,0,0
14,3,18,23,SPIKES__HIDING_DOWN,0,0,0,0
15,3,12,12,GRIND_RAIL__START_GROUND,-12,-3,24,3
16,3,3,10,NOTE_BLOCK__SPHERE,0,0,0,0
16,3,10,9,NOTE_BLOCK__SPHERE,1,0,0,0
16,3,18,8,NOTE_BLOCK__SPHERE,2,0,0,0
16,3,26,7,NOTE_BLOCK__SPHERE,3,0,0,0
17,3,1,6,NOTE_BLOCK__SPHERE,4,0,0,0
17,3,9,5,NOTE_BLOCK__SPHERE,5,0,0,0
17,3,17,4,NOTE_BLOCK__SPHERE,6,0,0,0
17,3,25,3,NOTE_BLOCK__SPHERE,7,0,0,0
19,3,30,12,NOTE_BLOCK__BLOCK,0,0,0,0
19,3,26,12,GRIND_RAIL__END_ALTERNATE,-10,-3,20,3
20,3,2,12,NOTE_BLOCK__BLOCK,1,0,0,0
20,3,6,12,NOTE_BLOCK__BLOCK,2,0,0,0
20,3,10,12,NOTE_BLOCK__BLOCK,3,0,0,0
20,3,14,12,NOTE_BLOCK__BLOCK,4,0,0,0
20,3,18,12,NOTE_BLOCK__BLOCK,5,0,0,0
8,4,8,2,SPRING__RIGHT,1,0,0,0
9,4,22,16,SPRING__UP,2,0,0,0
9,4,18,16,SPRING__UP,1,0,0,0
11,4,30,4,SPRING__UP,0,0,0,0
14,4,10,10,NOTE_BLOCK__BLOCK,0,0,0,0
14,4,14,10,NOTE_BLOCK__BLOCK,1,0,0,0
14,4,18,10,NOTE_BLOCK__BLOCK,2,0,0,0
14,4,22,10,NOTE_BLOCK__BLOCK,3,0,0,0
14,4,26,10,NOTE_BLOCK__BLOCK,4,0,0,0
14,4,30,10,NOTE_BLOCK__BLOCK,5,0,0,0
15,4,26,4,SPIKES__HIDING_UP,0,0,0,0
16,4,30,28,SPRING__UP,0,0,0,0
17,4,20,4,GRIND_RAIL__END_AIR,-12,-3,24,3
17,4,6,28,SPRING__UP,0,0,0,0
17,4,2,28,SPRING__UP,0,0,0,0
19,4,3,15,KEYBOARD_HORIZONTAL_RIGHT,-23,1,48,4
19,4,3,29,KEYBOARD_HORIZONTAL_RIGHT,-23,-1,48,3
20,4,5,4,RAMP,1,0,0,0
21,4,7,12,NOTE_BLOCK__SPHERE,2,0,0,0
21,4,17,11,NOTE_BLOCK__SPHERE,3,0,0,0
21,4,28,8,NOTE_BLOCK__SPHERE,6,0,0,0
22,4,19,31,SPECIAL_RING,0,0,0,0
24,4,27,16,SPRING__UP,0,0,0,0
14,5,3,30,NOTE_BLOCK__SPHERE,0,0,0,0
14,5,15,28,NOTE_BLOCK__SPHERE,2,0,0,0
14,5,26,26,NOTE_BLOCK__SPHERE,4,0,0,0
22,5,22,16,GRIND_RAIL__START_AIR,-12,-3,24,3
22,5,10,23,CHORD,0,0,0,0
28,5,4,20,GRIND_RAIL__START_GROUND,-12,-3,24,3
13,6,24,0,SPRING__UP,0,0,0,0
15,6,7,12,BOOSTER,0,0,0,0
15,6,2,12,SPIKES__HIDING_UP,0,0,0,0
17,6,28,0,SPRING__UP,1,0,0,0
17,6,24,0,SPRING__UP,1,0,0,0
18,6,4,0,SPRING__UP,1,0,0,0
18,6,0,0,SPRING__UP,1,0,0,0
18,6,1,28,TRUMPET_ENTRY,2,0,0,0
19,6,23,8,NOTE_BLOCK__SPHERE,2,0,0,0
20,6,2,8,NOTE_BLOCK__SPHERE,2,0,0,0
20,6,14,5,NOTE_BLOCK__SPHERE,5,0,0,0
20,6,26,5,NOTE_BLOCK__SPHERE,5,0,0,0
21,6,5,8,NOTE_BLOCK__SPHERE,2,0,0,0
21,6,17,3,NOTE_BLOCK__SPHERE,7,0,0,0
22,6,14,24,SPRING__UP,1,0,0,0
23,6,23,24,BOOSTER,0,0,0,0
24,6,24,0,GRIND_RAIL__END_ALTERNATE,-7,-3,14,3
25,6,29,4,TRUMPET_ENTRY,1,0,0,0
36,6,21,28,SPECIAL_RING,0,0,0,0
19,7,20,28,BOOSTER,0,0,0,0
20,7,30,10,NOTE_BLOCK__BLOCK,0,0,0,0
20,7,26,10,NOTE_BLOCK__BLOCK,1,0,0,0
20,7,22,10,NOTE_BLOCK__BLOCK,2,0,0,0
20,7,18,10,NOTE_BLOCK__BLOCK,3,0,0,0
20,7,14,10,NOTE_BLOCK__BLOCK,4,0,0,0
20,7,10,10,NOTE_BLOCK__BLOCK,5,0,0,0
