Adv2,INTERACTABLES,38,7,,,,,
21,0,1,19,TORCH,95,-19,0,0
21,0,10,19,TORCH,86,-19,0,0
21,0,18,19,TORCH,78,-19,0,0
21,0,30,21,IA085,66,-21,0,0
21,0,3,25,RUN_WHEEL,0,-25,55,0
22,0,5,31,RUN_WHEEL,7,-31,98,0
23,0,0,15,IA085,32,-15,0,0
25,0,10,15,RUN_WHEEL,0,-15,75,0
25,0,17,31,TORCH,-49,-31,0,0
25,0,26,31,TORCH,-58,-31,0,0
26,0,18,25,SPECIAL_SPRING,-82,-25,0,0
26,0,2,31,TORCH,-66,-31,0,0
20,1,30,11,SPRING__UP,0,-43,0,0
20,1,6,15,PLATFORM_THIN,0,0,6,2
20,1,6,23,PLATFORM_THIN,-4,0,6,2
21,1,1,23,TORCH,95,-55,0,0
21,1,10,23,TORCH,86,-55,0,0
21,1,30,26,SPIKES__NORMAL_LEFT,0,-58,0,0
25,1,13,13,RUN_WHEEL,6,-45,65,0
26,1,17,25,MINILOOP_BASE,0,0,3,4
26,1,20,25,IA034,0,0,3,4
8,2,21,10,PLATFORM_SQUARE,0,1,4,2
8,2,26,27,PLATFORM_SQUARE,0,0,2,4
9,2,21,22,PLATFORM_SPIKED,0,0,2,6
10,2,10,20,SPIKES__NORMAL_RIGHT,-74,-84,0,0
10,2,25,26,PLATFORM_SPIKED,1,0,2,4
11,2,25,20,CHECKPOINT,1,-84,0,0
17,2,20,6,SPIKES__NORMAL_LEFT,-52,-70,0,0
17,2,20,10,SPIKES__NORMAL_LEFT,-52,-74,0,0
17,2,20,14,SPIKES__NORMAL_LEFT,-52,-78,0,0
18,2,14,15,RUN_WHEEL,7,-79,45,0
18,2,6,29,RUN_WHEEL,6,-93,25,0
19,2,22,1,SPRING__LEFT,-118,-65,0,0
19,2,0,4,SPIKES__HIDING_UP,-96,-68,0,0
21,2,30,22,RUN_WHEEL,0,-86,75,0
23,2,18,20,SPIKES__HIDING_UP,14,-84,0,0
24,2,2,28,SPIKES__NORMAL_UP,-2,-92,0,0
25,2,16,29,DECORATION,-48,-93,0,0
27,2,9,17,IA034,0,0,3,4
27,2,12,17,MINILOOP_BASE,0,0,3,4
