Adv2,INTERACTABLES,85,15,,,,,
73,0,7,24,TOGGLE__GOAL,0,0,0,0
73,0,7,0,TOGGLE__GOAL,0,0,0,0
73,1,7,16,TOGGLE__GOAL,0,0,0,0
21,2,0,20,GRIND_RAIL__START_AIR,-12,-3,24,3
34,2,28,26,GRIND_RAIL__START_GROUND,-12,-3,24,3
34,2,26,26,SPIKES__NORMAL_UP,0,0,0,0
73,2,7,8,TOGGLE__GOAL,0,0,0,0
18,3,0,18,SPRING__BIG_UPRIGHT,0,0,0,0
18,3,19,4,SPECIAL_RING,0,0,0,0
20,3,13,6,SPRING__UP,0,0,0,0
27,3,0,26,SPRING__BIG_UPRIGHT,2,0,0,0
28,3,28,18,SLIDY_ICE,-12,-6,24,12
29,3,8,24,SLIDY_ICE,-12,-12,24,24
37,3,4,6,GRIND_RAIL__END_AIR,-12,-3,24,3
38,3,8,12,GRIND_RAIL__START_AIR,-12,-4,24,4
40,3,12,24,TOGGLE__CHECKPOINT,0,0,0,0
40,3,12,0,TOGGLE__CHECKPOINT,0,0,0,0
41,3,20,27,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
41,3,16,27,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
41,3,8,24,GRIND_RAIL__END_ALTERNATE,-12,-4,24,4
42,3,6,17,SPECIAL_RING,0,0,0,0
73,3,7,24,TOGGLE__GOAL,0,0,0,0
73,3,7,0,TOGGLE__GOAL,0,0,0,0
3,4,21,28,RAMP,1,0,0,0
5,4,11,30,COMMON_THIN_PLATFORM,0,0,0,0
5,4,17,30,COMMON_THIN_PLATFORM,0,0,0,0
9,4,12,23,ROTATING_HANDLE,0,0,0,0
9,4,9,9,SPECIAL_RING,0,0,0,0
10,4,4,22,SLIDY_ICE,-24,-12,48,24
11,4,14,28,SLIDY_ICE,-30,-12,60,24
15,4,8,16,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
15,4,4,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
15,4,4,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
15,4,20,7,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
15,4,24,7,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
17,4,8,31,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
