Adv2,RINGS,85,15
34,2,0,20
34,2,4,20
34,2,8,20
35,2,15,27
35,2,20,28
35,2,25,29
29,3,6,20
29,3,9,23
29,3,12,26
32,3,5,28
32,3,9,28
32,3,13,28
38,3,27,14
39,3,0,17
39,3,5,20
41,3,20,31
41,3,12,19
41,3,16,19
41,3,20,19
1,4,27,14
1,4,24,10
1,4,20,7
2,4,29,22
3,4,5,26
3,4,1,24
5,4,25,28
5,4,29,26
5,4,30,22
7,4,10,21
7,4,6,18
7,4,14,24
12,4,11,28
12,4,14,28
12,4,17,28
15,4,24,11
15,4,16,19
15,4,18,13
15,4,30,13
16,4,0,19
20,4,26,8
20,4,22,6
20,4,29,11
24,4,1,15
24,4,5,19
24,4,9,23
32,4,23,16
32,4,27,18
32,4,31,20
33,4,12,11
33,4,4,19
33,4,6,13
33,4,18,13
33,4,20,19
35,4,20,23
35,4,14,23
35,4,17,23
41,4,12,7
41,4,14,1
41,4,26,1
41,4,28,7
42,4,2,15
42,4,6,14
42,4,9,11
9,5,24,15
9,5,16,23
9,5,18,17
9,5,30,17
10,5,0,23
12,5,2,13
12,5,5,13
12,5,8,13
14,5,12,24
14,5,16,27
14,5,20,31
17,5,8,3
17,5,0,11
17,5,2,5
17,5,14,5
17,5,16,11
22,5,9,24
22,5,5,24
22,5,13,24
25,5,28,15
25,5,20,23
25,5,22,17
26,5,2,17
26,5,4,23
27,5,24,22
28,5,4,22
28,5,28,22
28,5,16,22
29,5,8,22
31,5,27,18
31,5,31,18
32,5,3,18
41,5,22,25
41,5,25,29
41,5,30,31
46,5,3,25
46,5,6,25
46,5,9,25
3,6,29,27
4,6,26,29
4,6,30,29
4,6,1,31
5,6,17,6
5,6,21,8
5,6,25,10
5,6,31,30
5,6,2,29
6,6,2,30
6,6,5,30
7,6,16,19
7,6,8,27
7,6,10,21
7,6,22,21
7,6,24,27
8,6,5,14
8,6,8,17
8,6,11,20
12,6,28,27
12,6,30,21
13,6,4,19
13,6,12,27
13,6,10,21
15,6,30,23
16,6,8,23
16,6,3,23
19,6,12,14
19,6,16,17
19,6,20,20
34,6,17,19
34,6,22,19
34,6,27,19
35,6,15,23
35,6,20,23
35,6,25,23
37,6,31,2
37,6,24,4
37,6,12,8
37,6,18,6
42,6,19,29
42,6,30,5
43,6,1,8
43,6,4,11
44,6,19,19
44,6,22,19
44,6,25,19
45,6,13,8
45,6,19,8
45,6,16,8
47,6,10,2
47,6,14,5
47,6,18,8
49,6,4,31
54,6,9,20
54,6,1,20
54,6,5,20
54,6,5,23
54,6,9,23
54,6,1,23
56,6,2,30
56,6,5,30
56,6,8,30
59,6,0,13
59,6,4,15
59,6,8,17
4,7,7,1
6,7,25,9
6,7,29,8
7,7,1,7
11,7,16,30
12,7,14,1
12,7,18,2
12,7,22,3
20,7,27,29
20,7,23,27
20,7,19,24
22,7,11,6
22,7,8,9
22,7,4,12
29,7,24,31
29,7,26,25
30,7,0,23
30,7,6,25
30,7,8,31
35,7,9,18
35,7,12,18
35,7,15,18
38,7,21,30
42,7,27,5
42,7,23,1
46,7,13,17
46,7,16,17
46,7,19,17
48,7,14,5
48,7,18,8
48,7,22,11
48,7,28,7
48,7,30,1
49,7,10,1
49,7,12,7
50,7,20,23
50,7,12,31
50,7,14,25
50,7,26,25
50,7,28,31
60,7,24,11
60,7,16,19
60,7,18,13
60,7,30,13
60,7,3,23
60,7,10,27
60,7,6,26
61,7,0,19
11,8,20,1
11,8,24,4
15,8,25,2
15,8,29,2
16,8,1,2
18,8,17,4
18,8,22,4
18,8,27,4
24,8,28,23
24,8,30,17
24,8,22,31
24,8,14,31
24,8,18,31
25,8,10,17
25,8,12,23
25,8,4,15
29,8,17,7
29,8,13,5
29,8,9,2
30,8,28,25
31,8,27,22
31,8,0,24
31,8,4,22
32,8,0,24
32,8,5,25
35,8,22,23
35,8,30,25
35,8,26,24
38,8,26,1
38,8,30,5
44,8,3,13
44,8,7,17
44,8,11,21
46,8,30,23
47,8,2,25
47,8,5,28
47,8,29,4
48,8,3,10
48,8,0,7
52,8,24,21
52,8,28,21
53,8,0,21
13,9,9,2
13,9,13,2
13,9,17,2
19,9,14,23
19,9,18,23
19,9,22,23
33,9,17,5
33,9,21,5
33,9,25,5
39,9,13,20
39,9,17,17
39,9,21,14
45,9,15,25
45,9,19,29
49,9,4,31
49,9,8,31
49,9,12,31
51,9,14,26
51,9,19,26
51,9,24,26
51,9,29,26
52,9,2,26
55,9,7,9
55,9,15,11
55,9,11,10
57,9,14,15
57,9,18,17
57,9,21,20
60,9,13,22
60,9,16,19
60,9,19,16
62,9,18,9
62,9,24,15
62,9,21,12
63,9,24,19
63,9,16,27
63,9,18,21
63,9,30,21
64,9,0,27
20,10,24,21
20,10,28,21
20,10,20,21
45,10,23,1
53,10,26,6
53,10,30,8
54,10,2,10
56,10,2,11
56,10,5,11
56,10,8,11
59,10,9,25
59,10,12,22
59,10,15,19
69,10,2,18
69,10,10,18
69,10,26,18
70,10,2,18
13,11,20,5
13,11,11,0
13,11,15,3
18,11,31,1
19,11,5,1
19,11,11,1
49,11,6,0
49,11,9,4
49,11,13,7
52,11,20,31
52,11,24,28
52,11,26,23
58,11,6,7
58,11,10,7
58,11,14,7
63,11,21,23
63,11,25,23
63,11,29,23
15,12,14,11
15,12,19,11
15,12,9,11
16,12,6,4
16,12,11,4
16,12,16,4
61,12,24,2
61,12,28,5
62,12,0,8
62,14,3,5
62,14,7,7
62,14,11,9
