Adv2,RINGS,35,10
19,0,17,22
19,0,21,22
19,0,25,22
19,0,29,22
19,0,19,25
19,0,23,25
19,0,27,25
15,1,21,32
15,1,24,32
15,1,27,32
21,1,21,13
21,1,24,13
21,1,27,13
22,1,18,4
22,1,21,4
22,1,24,4
27,1,18,24
27,1,21,24
27,1,24,24
30,1,21,3
30,1,25,3
30,1,29,3
30,1,23,6
30,1,27,6
3,2,2,26
3,2,6,26
3,2,10,26
7,2,18,33
7,2,21,33
7,2,24,33
9,2,30,24
9,2,27,27
9,2,24,30
10,2,1,21
11,2,6,19
11,2,10,21
11,2,14,23
11,2,18,25
12,2,2,33
14,2,5,32
15,2,8,29
15,2,11,29
15,2,14,29
16,2,25,32
17,2,20,16
17,2,14,18
17,2,26,18
17,2,12,24
17,2,28,24
18,2,30,24
19,2,7,15
19,2,4,18
19,2,1,21
20,2,4,23
20,2,8,25
20,2,12,27
20,2,28,28
20,2,31,28
21,2,2,28
23,2,5,23
23,2,8,23
23,2,11,23
25,2,25,8
25,2,28,8
25,2,31,8
27,2,22,12
27,2,25,12
27,2,28,12
28,2,20,14
28,2,20,18
28,2,20,22
29,2,4,11
29,2,8,13
29,2,12,15
30,2,32,24
30,2,28,26
31,2,2,20
1,3,9,6
1,3,6,8
1,3,3,10
4,3,18,12
4,3,21,15
4,3,24,18
4,3,27,21
5,3,32,20
5,3,26,22
5,3,24,28
6,3,6,22
6,3,8,28
10,3,32,25
11,3,14,8
11,3,17,8
11,3,20,8
11,3,3,25
11,3,6,25
12,3,6,3
12,3,10,5
12,3,14,7
13,3,29,4
13,3,19,28
13,3,22,28
13,3,25,28
14,3,1,2
14,3,12,32
14,3,15,32
14,3,18,32
14,3,28,32
14,3,31,32
15,3,13,29
15,3,16,29
15,3,19,29
15,3,2,32
16,3,21,2
16,3,17,4
20,3,30,17
20,3,6,30
21,3,2,19
21,3,6,21
21,3,10,23
21,3,26,31
21,3,30,33
23,3,9,33
24,3,25,15
24,3,28,15
24,3,31,15
25,3,26,9
25,3,29,12
25,3,32,15
26,3,17,23
26,3,21,23
26,3,25,23
27,3,15,7
27,3,12,10
27,3,9,13
28,3,7,9
28,3,7,13
28,3,7,17
30,3,25,10
30,3,28,10
30,3,31,10
3,4,21,19
3,4,25,21
3,4,29,23
4,4,9,23
4,4,12,23
4,4,15,23
7,4,18,21
7,4,20,25
7,4,24,27
9,4,15,15
9,4,15,18
9,4,15,21
9,4,27,28
9,4,31,28
10,4,3,28
10,4,32,28
11,4,6,22
11,4,4,26
12,4,23,2
12,4,26,2
12,4,29,2
16,4,21,6
16,4,25,6
16,4,29,6
18,4,14,29
18,4,17,29
18,4,20,29
19,4,32,4
19,4,4,31
19,4,7,31
19,4,10,31
20,4,4,2
22,4,2,3
22,4,6,5
23,4,6,4
23,4,3,7
24,4,25,26
24,4,28,26
24,4,31,26
27,4,1,20
27,4,4,20
27,4,7,20
28,4,2,7
28,4,2,11
28,4,2,15
30,4,29,32
5,5,10,7
5,5,12,11
5,5,16,13
6,5,11,29
6,5,14,32
8,5,24,23
8,5,27,26
8,5,30,29
12,5,28,5
12,5,32,5
12,5,30,8
13,5,4,5
13,5,2,8
13,5,30,14
13,5,32,18
14,5,4,20
15,5,28,15
15,5,32,15
16,5,4,15
17,5,16,23
17,5,20,25
17,5,24,27
17,5,28,29
18,5,26,22
18,5,29,22
18,5,32,22
19,5,21,21
19,5,18,23
19,5,15,25
20,5,10,6
20,5,13,6
20,5,16,6
21,5,4,11
21,5,7,14
21,5,10,17
22,5,28,16
22,5,22,18
22,5,20,24
23,5,23,9
23,5,26,9
23,5,29,9
23,5,2,18
23,5,4,24
25,5,26,4
25,5,29,4
25,5,32,4
30,5,32,3
31,5,3,6
31,5,19,22
31,5,22,25
31,5,25,28
6,6,17,3
7,6,32,30
8,6,6,24
8,6,4,28
9,6,20,6
9,6,23,6
9,6,26,6
9,6,20,23
9,6,20,27
9,6,20,31
10,6,22,2
10,6,25,2
10,6,28,2
13,6,6,6
13,6,10,8
13,6,14,10
14,6,2,20
14,6,6,22
14,6,10,24
15,6,23,6
15,6,21,10
15,6,17,12
18,6,14,25
18,6,14,29
18,6,14,33
20,6,18,6
20,6,16,10
20,6,12,12
22,6,11,3
22,6,8,6
22,6,5,9
23,6,18,33
23,6,21,33
23,6,24,33
26,6,11,5
26,6,15,5
26,6,19,5
5,7,30,15
6,7,4,11
6,7,1,13
8,7,30,32
11,7,11,9
11,7,11,13
11,7,11,17
13,7,10,20
13,7,14,20
13,7,18,20
14,7,11,13
14,7,15,13
14,7,19,13
15,7,18,18
15,7,21,18
15,7,24,18
16,7,6,20
16,7,9,20
16,7,12,20
17,7,12,23
17,7,9,25
17,7,6,27
19,7,19,14
19,7,22,14
19,7,25,14
20,7,29,12
20,7,32,12
21,7,3,12
21,7,21,14
21,7,25,14
21,7,29,14
22,7,32,10
22,7,29,12
22,7,26,14
6,8,4,11
6,8,7,14
6,8,31,14
6,8,10,17
6,8,28,17
7,8,2,11
7,8,26,11
7,8,29,14
7,8,32,17
8,8,30,4
8,8,30,8
11,8,31,6
11,8,4,23
11,8,8,25
11,8,12,27
11,8,16,29
12,8,3,6
12,8,7,6
19,8,32,21
20,8,4,23
20,8,8,25
5,9,10,6
5,9,12,10
5,9,16,12
6,9,9,3
6,9,12,3
6,9,15,3
