Adv2,RINGS,75,10
7,1,29,19
8,1,20,5
8,1,1,20
8,1,5,21
8,1,12,13
8,1,14,7
8,1,26,7
8,1,28,13
10,1,29,18
11,1,3,20
11,1,9,22
11,1,15,24
7,2,17,30
7,2,21,28
7,2,25,26
8,2,22,10
8,2,19,10
8,2,16,10
13,2,28,9
13,2,22,11
13,2,20,17
13,2,5,20
13,2,9,22
13,2,13,24
14,2,2,11
14,2,4,17
18,2,6,0
18,2,10,4
18,2,14,8
18,2,18,12
18,2,22,16
19,2,28,24
20,2,0,28
24,2,18,30
26,2,25,29
27,2,0,28
27,2,7,29
1,3,12,1
1,3,16,2
1,3,20,3
2,3,20,2
2,3,24,1
2,3,16,3
10,3,28,13
10,3,22,15
10,3,20,21
10,3,5,23
10,3,9,25
10,3,13,27
11,3,2,15
11,3,4,21
15,3,12,0
15,3,16,3
15,3,20,6
16,3,16,0
16,3,20,3
16,3,24,6
20,3,4,0
20,3,8,4
21,3,25,31
21,3,29,31
22,3,16,13
22,3,10,15
22,3,22,15
22,3,8,21
22,3,24,21
22,3,1,31
22,3,29,3
23,3,2,2
23,3,7,1
24,3,18,3
24,3,18,8
24,3,18,13
24,3,18,18
25,3,29,22
25,3,10,18
25,3,14,21
25,3,18,24
26,3,15,13
26,3,16,6
26,3,20,1
26,3,1,22
26,3,5,22
27,3,17,13
27,3,12,1
27,3,16,6
29,3,10,3
29,3,14,3
29,3,18,3
29,3,10,6
29,3,14,6
29,3,18,6
31,3,21,25
31,3,25,29
41,3,31,30
42,3,5,30
42,3,2,30
16,4,18,5
16,4,12,5
16,4,15,5
18,4,30,7
18,4,28,13
18,4,13,25
18,4,17,24
18,4,21,23
19,4,4,5
19,4,10,7
19,4,12,13
20,4,17,3
20,4,20,3
20,4,23,3
23,4,16,23
23,4,20,24
23,4,24,25
23,4,28,26
28,4,31,11
29,4,21,25
29,4,25,24
29,4,29,23
29,4,3,0
29,4,6,0
29,4,9,0
29,4,2,11
29,4,5,11
30,4,12,5
30,4,4,13
30,4,6,7
30,4,18,7
30,4,20,13
31,4,29,1
32,4,1,5
44,4,29,19
45,4,1,21
45,4,5,23
45,4,9,25
46,4,10,26
46,4,10,31
48,4,12,5
48,4,6,7
48,4,4,13
48,4,18,7
48,4,20,13
49,4,28,17
49,4,22,19
49,4,20,25
50,4,2,19
50,4,4,25
55,4,21,25
55,4,16,29
56,4,3,25
56,4,8,29
32,5,28,14
33,5,10,14
33,5,14,18
33,5,0,18
33,5,4,22
33,5,8,26
33,5,18,22
33,5,22,26
34,5,20,26
34,5,12,26
34,5,16,26
35,5,24,29
35,5,27,30
35,5,30,31
42,5,11,8
42,5,14,8
42,5,17,8
46,5,10,4
46,5,10,9
46,5,10,14
47,5,2,14
47,5,6,17
47,5,10,20
49,5,5,1
49,5,9,1
49,5,13,1
52,5,31,23
53,5,3,21
53,5,7,19
54,5,9,8
54,5,12,8
54,5,15,8
55,5,11,9
55,5,12,2
56,5,13,9
56,5,12,2
33,6,29,14
34,6,1,18
34,6,5,22
34,6,9,26
37,6,6,7
37,6,12,5
37,6,9,6
37,6,17,28
37,6,21,28
37,6,25,28
38,6,8,13
38,6,2,15
38,6,0,21
38,6,14,15
38,6,16,21
39,6,30,3
39,6,28,9
39,6,13,22
39,6,17,21
39,6,21,20
40,6,4,1
40,6,10,3
40,6,12,9
45,6,4,0
45,6,8,0
45,6,12,0
48,6,31,13
48,6,28,13
49,6,28,25
49,6,22,27
49,6,2,13
50,6,2,27
50,6,19,12
50,6,23,10
50,6,27,8
50,6,31,6
55,6,27,0
55,6,31,4
56,6,3,8
56,6,7,12
49,7,5,13
49,7,9,12
49,7,13,11
49,7,20,1
50,7,4,1
52,7,12,4
52,7,15,4
52,7,9,4
56,7,14,11
56,7,10,10
56,7,18,12
54,8,1,13
54,8,9,9
54,8,5,11
