Adv2,INTERACTABLES,75,10,,,,,
32,0,4,12,TOGGLE__CHECKPOINT,0,0,0,0
63,0,15,24,TOGGLE__GOAL,0,0,0,0
63,0,15,0,TOGGLE__GOAL,0,0,0,0
6,1,26,15,DECORATION,4,0,0,0
8,1,4,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,20
8,1,20,1,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
8,1,0,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
8,1,0,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,20
8,1,16,1,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
9,1,9,22,RAMP,0,0,0,0
10,1,10,16,GRIND_RAIL__START_AIR,-12,-3,24,3
10,1,11,30,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,10
10,1,9,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,12
10,1,11,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,23,2
11,1,26,26,GRIND_RAIL__END_AIR,-6,-2,12,2
11,1,25,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,12
11,1,22,30,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,10
11,1,2,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,23,2
12,1,5,17,SPECIAL_RING,0,0,0,0
17,1,20,28,GRIND_RAIL__START_GROUND,-12,-2,24,2
17,1,29,17,SPECIAL_RING,0,0,0,0
32,1,4,28,TOGGLE__CHECKPOINT,0,0,0,0
32,1,4,4,TOGGLE__CHECKPOINT,0,0,0,0
63,1,15,16,TOGGLE__GOAL,0,0,0,0
4,2,25,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,20
4,2,23,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
4,2,23,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,23,2
5,2,14,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,23,2
5,2,23,23,SPIKES__NORMAL_UP,0,0,0,0
6,2,12,6,BOUNCY_BAR,0,0,0,0
6,2,0,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,20
6,2,3,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
7,2,10,31,DECORATION,4,0,0,0
8,2,5,26,RAMP,0,0,0,0
10,2,18,8,SPRING__UP,1,0,0,0
10,2,11,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,22
10,2,9,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,22
10,2,9,19,DECORATION,4,0,0,0
11,2,25,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,22
11,2,22,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,22
13,2,12,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,20
13,2,8,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,20
13,2,8,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
13,2,24,5,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
13,2,28,5,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
17,2,29,26,SPRING__UP,1,0,0,0
19,2,4,20,GRIND_RAIL__END_ALTERNATE,-11,-2,22,2
19,2,4,24,SPRING__LEFT,2,0,0,0
24,2,0,31,CORKSCREW__START,-2,-11,4,12
26,2,26,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,6,6
27,2,0,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,6,6
32,2,4,20,TOGGLE__CHECKPOINT,0,0,0,0
63,2,15,8,TOGGLE__GOAL,0,0,0,0
9,3,12,0,BOUNCY_BAR,0,0,0,0
10,3,12,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,20
10,3,8,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,20
10,3,8,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
10,3,24,9,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
10,3,28,9,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
12,3,12,16,BOUNCY_BAR,1,0,0,0
12,3,24,3,BOUNCY_BAR,0,0,0,0
14,3,20,5,CORK_SCREW__START,-2,-11,4,12
16,3,28,5,CORK_SCREW__STOP,-2,-11,4,12
16,3,28,18,BOUNCY_BAR,0,0,0,0
20,3,18,0,INCLINE_RAMP,0,0,2,12
21,3,28,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,24
21,3,28,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
22,3,0,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,24
22,3,12,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
22,3,16,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
25,3,22,23,CORKSCREW__END,-2,-11,4,12
26,3,4,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,20
26,3,0,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,20
26,3,0,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
28,3,28,26,SPRING__BIG_UPRIGHT,0,0,0,0
30,3,28,22,SPECIAL_RING,0,0,0,0
