Adv2,INTERACTABLES,109,18,,,,,
16,0,28,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
16,0,28,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
16,0,16,15,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
16,0,12,15,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
17,0,0,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
97,0,19,12,TOGGLE__GOAL,0,0,0,0
1,1,25,4,RAMP,1,0,0,0
3,1,0,4,GRIND_RAIL__START_AIR,-18,-4,36,4
5,1,8,22,GRIND_RAIL__END_AIR,-12,-3,24,3
6,1,0,4,GRIND_RAIL__START_AIR,-12,-3,24,3
7,1,28,28,GRIND_RAIL__END_AIR,-12,-2,24,2
8,1,20,28,GRIND_RAIL__START_GROUND,-3,-2,6,2
8,1,16,28,BOOSTER,0,0,0,0
11,1,8,16,GRIND_RAIL__END_ALTERNATE,-6,-2,12,2
13,1,13,28,RAMP,0,0,0,0
16,1,2,10,SPRING__UP,2,0,0,0
17,1,2,28,SPECIAL_RING,0,0,0,0
21,1,9,18,GRIND_RAIL__START_AIR,-7,-3,14,3
26,1,2,21,SPECIAL_RING,0,0,0,0
28,1,28,28,GRIND_RAIL__START_AIR,-12,-3,24,3
97,1,19,28,TOGGLE__GOAL,0,0,0,0
97,1,19,4,TOGGLE__GOAL,0,0,0,0
16,2,1,20,RAMP,1,0,0,0
16,2,24,10,ROTATING_HANDLE,0,0,0,0
17,2,20,18,SPRING__RIGHT,2,0,0,0
18,2,0,20,GRIND_RAIL__START_GROUND,-3,-2,6,2
19,2,22,31,SPRING__BIG_DOWNLEFT,0,0,0,0
19,2,22,2,GRIND_RAIL__END_ALTERNATE,-6,-2,12,2
20,2,30,2,SPRING__UP,0,0,0,0
22,2,28,21,GRIND_RAIL__START_GROUND,-8,-4,16,4
25,2,4,20,GRIND_RAIL__END_ALTERNATE,-12,-2,24,2
25,2,5,2,ROTATING_HANDLE,0,0,0,0
26,2,4,20,HALFPIPE__START,0,-13,92,13
28,2,9,2,SPRING__UP,0,0,0,0
29,2,0,20,HALFPIPE__END,-92,-13,92,13
30,2,6,20,RAMP,0,0,0,0
31,2,28,23,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
31,2,24,23,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
31,2,11,30,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
31,2,16,20,GRIND_RAIL__END_ALTERNATE,-6,-2,12,2
32,2,14,18,ROTATING_HANDLE,0,0,0,0
