Adv2,INTERACTABLES,65,20,,,,,
32,0,28,17,PLATFORM_SQUARE,0,-4,0,8
32,0,8,6,SPECIAL_RING,0,0,0,0
33,0,30,17,PLATFORM_SQUARE,0,-4,0,8
33,0,13,17,PLATFORM_SQUARE,-4,0,8,0
34,0,11,20,PROPELLER_SPRING,0,0,0,0
34,0,22,16,PROPELLER_SPRING,0,0,0,0
35,0,29,24,SPIKES__HIDING_UP,0,0,0,0
35,0,13,24,PROPELLER_SPRING,0,0,0,0
35,0,1,21,PROPELLER_SPRING,0,0,0,0
36,0,11,25,PROPELLER_SPRING,0,0,0,0
36,0,23,21,PROPELLER_SPRING,0,0,0,0
37,0,2,26,PROPELLER_SPRING,0,0,0,0
37,0,14,22,PROPELLER_SPRING,0,0,0,0
37,0,26,26,PROPELLER_SPRING,0,0,0,0
42,0,12,30,GRIND_RAIL__START_AIR,-12,-3,24,3
46,0,22,31,PROPELLER_SPRING,0,0,0,0
47,0,1,29,PROPELLER_SPRING,0,0,0,0
47,0,14,31,PROPELLER_SPRING,0,0,0,0
50,0,8,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,22
50,0,8,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
50,0,12,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,24
51,0,0,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
51,0,20,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,20
53,0,11,12,TOGGLE__GOAL,0,0,0,0
33,1,0,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,14
33,1,0,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
33,1,24,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
34,1,12,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,19
34,1,16,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
34,1,8,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,19
35,1,16,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,19
35,1,8,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,4
35,1,12,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,19
36,1,0,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,20,4
36,1,16,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,16
36,1,12,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,18
38,1,28,21,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
38,1,17,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,14
38,1,14,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,14
38,1,14,25,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,6,3
39,1,0,21,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
39,1,31,22,SMALL_WINDMILL,2,0,0,0
41,1,18,28,BOUNCY_SPRING,0,0,0,0
