Adv2,INTERACTABLES,28,11,,,,,
1,0,17,18,PARTY_BALLOON,2,-18,0,0
1,0,8,21,PARTY_BALLOON,0,-21,0,0
3,0,23,12,BUMPER_ROUND__LINEAR,-119,-12,0,0
3,0,31,12,BUMPER_ROUND__LINEAR,-127,-12,0,0
4,0,5,12,BUMPER_ROUND__LINEAR,123,-12,0,0
4,0,18,16,PLATFORM_THIN__FALLING,110,-16,0,0
6,0,10,12,BUMPER_ROUND__LINEAR,54,-12,0,0
7,0,23,21,BUMPER_ROUND__LINEAR,-3,0,5,2
8,0,1,9,SEGA_SONIC_LETTER,0,0,0,0
8,0,8,9,SEGA_SONIC_LETTER,1,0,30,0
8,0,15,9,SEGA_SONIC_LETTER,2,0,60,0
8,0,22,9,SEGA_SONIC_LETTER,3,0,90,0
8,0,29,9,SEGA_SONIC_LETTER,4,0,120,0
8,0,19,30,BUMPER_ROUND__LINEAR,-19,-30,0,0
8,0,31,30,BUMPER_ROUND__LINEAR,-31,-30,0,0
9,0,11,13,CONVEYOR_BELT,0,0,13,5
9,0,24,13,CONVEYOR_BELT,1,0,13,5
9,0,10,18,SPIKES__NORMAL_UP,-42,-18,0,0
9,0,28,31,BUMPER_ROUND__LINEAR,-60,-31,0,0
10,0,6,18,SPIKES__NORMAL_UP,-70,-18,0,0
10,0,16,22,SPRING__BIG_UPRIGHT,0,-22,0,0
11,0,29,26,BUMPER_ROUND__LINEAR,-125,-26,0,0
12,0,8,26,BUMPER_ROUND__LINEAR,120,-26,0,0
13,0,20,20,WALL_POLE__RIGHT,76,0,0,0
14,0,14,12,CHECKPOINT,3,-12,0,0
14,0,23,12,RED_FLAG,41,0,0,0
15,0,19,12,RED_FLAG,13,0,0,0
16,0,9,19,PARTY_BALLOON,2,-19,0,0
16,0,24,22,PARTY_BALLOON,0,-22,0,0
17,0,6,25,PARTY_BALLOON,1,-25,0,0
18,0,26,18,BUMPER__HEXAGON,-4,0,5,2
19,0,12,29,BUMPER_ROUND__LINEAR,-5,0,7,2
20,0,30,12,SHIP_SWING,98,-12,0,0
20,0,17,31,PARTY_BALLOON,0,-31,0,0
20,0,29,31,PARTY_BALLOON,1,-31,0,0
21,0,7,31,PARTY_BALLOON,2,-31,0,0
4,1,4,4,SHIP_SWING,124,-36,0,0
4,1,30,11,BUMPER_ROUND__LINEAR,98,-43,0,0
4,1,19,23,SPRING__UP,1,-55,0,0
5,1,14,4,WALL_POLE__RIGHT,82,-36,0,0
5,1,6,11,BUMPER_ROUND__LINEAR,90,-43,0,0
5,1,29,20,MARBLE_TRACK__ENTRANCE,80,0,64,0
5,1,29,21,MARBLE_TRACK__DIR,5,0,60,30
6,1,0,20,MARBLE_TRACK__DIR,76,39,60,31
7,1,2,1,BUMPER_ROUND__LINEAR,0,0,2,6
7,1,16,6,TRACK,12,1,12,0
7,1,18,6,TOGGLE__PLAYER_VISIBILITY,1,0,9,4
7,1,26,7,TRACK,-80,70,10,1
7,1,16,8,TRACK,12,-1,12,0
7,1,18,14,TRACK,10,0,10,2
7,1,26,14,TRACK,-10,9,10,3
7,1,18,20,TRACK,10,0,10,4
7,1,26,20,TRACK,-10,9,10,5
7,1,18,26,TRACK,10,0,10,6
7,1,26,26,TRACK,-10,9,10,7
8,1,21,18,FLIPPER,-21,-50,0,0
8,1,30,29,BUMPER__HEXAGON,0,0,6,2
9,1,13,2,PLATFORM_THIN,-8,0,10,2
9,1,24,12,BUMPER_ROUND__LINEAR,-56,-44,0,0
9,1,12,31,SPRING__BIG_UPLEFT,1,-63,0,0
10,1,25,8,MARBLE_TRACK__ENTRANCE,60,0,56,0
10,1,28,8,MARBLE_TRACK__DIR,51,25,50,31
10,1,25,9,MARBLE_TRACK__DIR,6,0,30,30
10,1,0,16,SPIKES__HIDING_UP,-64,-48,0,0
11,1,22,4,SPIKES__HIDING_UP,-118,-36,0,0
11,1,2,10,SPIKES__NORMAL_DOWN,-98,-42,0,0
11,1,6,10,SPIKES__NORMAL_DOWN,-102,-42,0,0
11,1,14,16,BUMPER_TRI__BIG,0,0,0,0
11,1,22,22,SPIKES__NORMAL_DOWN,-118,-54,0,0
11,1,26,22,SPIKES__NORMAL_DOWN,-122,-54,0,0
11,1,13,30,PARTY_BALLOON,2,-62,0,0
12,1,3,1,BUMPER_ROUND__LINEAR,0,-4,2,6
12,1,20,31,BUMPER_ROUND__LINEAR,0,-5,2,6
12,1,24,31,BUMPER_ROUND__LINEAR,0,0,2,6
13,1,13,11,SPRING__UP,1,-43,0,0
13,1,25,15,PARTY_BALLOON,0,-47,0,0
13,1,28,24,PARTY_BALLOON,2,-56,0,0
14,1,4,16,PARTY_BALLOON,1,-48,0,0
14,1,22,25,MARBLE_TRACK__ENTRANCE,60,0,56,0
14,1,26,25,MARBLE_TRACK__DIR,9,5,15,31
14,1,22,26,MARBLE_TRACK__DIR,6,0,30,30
15,1,2,28,SPIKES__NORMAL_DOWN,30,-60,0,0
15,1,6,28,SPIKES__NORMAL_DOWN,26,-60,0,0
15,1,10,28,SPIKES__NORMAL_DOWN,22,-60,0,0
15,1,2,29,MARBLE_TRACK__UNK,74,32,35,0
16,1,12,1,BUMPER_ROUND__CIRCULAR,0,6,7,2
16,1,12,1,BUMPER_ROUND__CIRCULAR,6,6,7,2
16,1,12,1,BUMPER_ROUND__LINEAR,-12,-33,0,0
16,1,12,1,BUMPER_ROUND__CIRCULAR,4,6,7,2
16,1,12,1,BUMPER_ROUND__CIRCULAR,2,6,7,2
16,1,2,16,RED_FLAG,-2,0,0,0
16,1,19,16,RED_FLAG,-19,0,0,0
17,1,27,5,FLIPPER,-59,-37,0,0
17,1,1,9,BUMPER_ROUND__LINEAR,-33,-41,0,0
17,1,7,9,BUMPER_ROUND__LINEAR,-39,-41,0,0
17,1,17,22,RED_FLAG,-49,0,0,0
19,1,30,5,SPECIAL_SPRING,-126,-37,0,0
19,1,28,20,RED_FLAG,-124,0,0,0
20,1,3,5,FLIPPER,125,-37,0,0
20,1,20,10,RED_FLAG,108,0,0,0
21,1,24,6,TRACK,12,1,12,0
21,1,26,6,TOGGLE__PLAYER_VISIBILITY,1,0,9,4
21,1,24,8,TRACK,12,-1,12,0
21,1,26,14,TRACK,10,0,10,2
21,1,26,20,TRACK,10,0,10,4
21,1,26,26,TRACK,10,0,10,6
22,1,2,7,TRACK,-10,9,10,1
22,1,2,14,TRACK,-10,9,10,3
22,1,2,20,TRACK,-10,9,10,5
22,1,2,26,TRACK,-10,9,10,7
3,2,30,9,BUMPER_ROUND__LINEAR,-126,-73,0,0
4,2,15,7,FLIPPER,0,-71,0,0
4,2,5,9,BUMPER_ROUND__LINEAR,123,-73,0,0
4,2,13,28,BUMPER_ROUND__LINEAR,115,-92,0,0
4,2,19,28,BUMPER_ROUND__LINEAR,109,-92,0,0
5,2,8,17,PLATFORM_THIN__FALLING,88,-81,0,0
5,2,11,26,BUMPER_ROUND__LINEAR,85,-90,0,0
5,2,15,26,BUMPER_ROUND__LINEAR,81,-90,0,0
6,2,25,23,PLATFORM_THIN,0,0,8,2
7,2,18,0,TRACK,10,0,10,8
7,2,26,0,TRACK,-10,9,10,9
7,2,18,6,TRACK,10,0,10,10
7,2,26,6,TRACK,-10,9,10,11
7,2,4,8,BUMPER_TRI__BIG,0,0,0,0
7,2,18,12,TRACK,10,0,10,12
7,2,26,12,TRACK,-10,9,10,13
7,2,18,18,TRACK,10,0,10,14
7,2,26,18,TRACK,-10,9,10,15
