Adv2,RINGS,105,16
17,0,13,27
17,0,10,27
17,0,16,27
17,0,10,30
17,0,13,30
17,0,16,30
2,1,21,11
2,1,24,11
2,1,27,11
3,1,3,17
3,1,7,20
3,1,11,24
8,1,28,25
8,1,31,25
9,1,2,25
10,1,21,21
10,1,24,21
11,1,18,31
20,1,12,12
20,1,9,12
20,1,15,12
21,1,30,17
21,1,27,17
22,1,1,17
27,1,23,24
27,1,27,24
27,1,19,24
27,1,27,27
27,1,23,27
27,1,19,27
27,1,31,27
27,1,31,24
3,2,31,13
4,2,3,17
4,2,7,21
8,2,8,8
8,2,11,8
8,2,14,8
8,2,17,8
11,2,22,1
11,2,26,3
12,2,23,11
12,2,27,15
12,2,31,19
13,2,8,28
14,2,21,4
14,2,25,4
14,2,29,4
19,2,18,19
19,2,21,22
19,2,24,25
22,2,16,29
22,2,19,29
22,2,22,29
24,2,21,10
24,2,27,12
25,2,1,14
25,2,25,22
25,2,30,24
26,2,3,26
4,3,31,2
4,3,31,5
5,3,2,2
5,3,2,5
6,3,12,8
6,3,15,8
6,3,18,8
9,3,18,23
9,3,22,23
9,3,26,23
13,3,12,0
13,3,16,4
13,3,29,31
14,3,0,31
14,3,3,31
15,3,22,6
15,3,25,6
15,3,28,6
18,3,19,17
18,3,22,20
18,3,25,23
21,3,19,15
21,3,23,11
21,3,27,7
25,3,16,7
25,3,19,7
25,3,22,7
29,3,13,11
29,3,20,12
29,3,27,14
33,3,5,19
33,3,11,21
33,3,17,23
34,3,3,29
34,3,9,31
11,4,6,11
11,4,9,11
11,4,3,11
12,4,1,25
12,4,6,26
12,4,11,27
12,4,28,31
13,4,0,31
13,4,3,22
13,4,7,22
13,4,12,8
13,4,3,25
13,4,7,25
13,4,12,11
13,4,9,8
13,4,9,11
16,4,6,11
16,4,9,11
16,4,12,11
20,4,21,3
20,4,24,3
20,4,27,3
24,4,24,1
24,4,30,3
24,4,13,9
24,4,16,9
24,4,19,9
25,4,4,5
25,4,28,13
26,4,3,15
26,4,9,17
28,4,20,6
28,4,25,10
28,4,29,15
32,4,1,30
33,4,27,30
34,4,15,1
34,4,0,23
34,4,0,27
34,4,0,31
34,4,8,18
34,4,8,22
34,4,8,26
34,4,13,12
34,4,13,16
34,4,13,20
35,4,0,30
35,4,5,31
35,4,5,27
35,4,5,23
35,4,12,18
35,4,12,22
35,4,12,26
35,4,17,16
35,4,17,12
35,4,17,20
36,4,21,31
40,4,13,9
40,4,16,9
40,4,19,9
41,4,14,20
41,4,17,23
41,4,20,26
49,4,11,26
49,4,14,26
49,4,17,26
49,4,20,26
49,4,23,26
49,4,11,29
49,4,14,29
49,4,17,29
49,4,20,29
49,4,23,29
12,5,28,2
13,5,0,2
16,5,25,6
16,5,29,6
17,5,1,6
22,5,19,6
22,5,19,10
22,5,19,14
26,5,23,7
26,5,27,7
26,5,31,7
29,5,30,23
29,5,30,18
29,5,30,28
30,5,31,16
30,5,31,20
30,5,31,24
30,5,31,28
31,5,16,15
31,5,16,11
31,5,16,7
31,5,16,3
32,5,1,3
32,5,1,8
33,5,27,30
33,5,30,30
33,5,27,2
33,5,27,6
34,5,1,30
35,5,0,2
35,5,0,6
36,5,19,4
36,5,15,6
39,5,24,30
45,5,19,26
45,5,24,25
45,5,30,25
50,5,4,28
50,5,12,22
50,5,12,27
50,5,17,17
50,5,17,22
50,5,17,27
14,6,7,11
14,6,10,11
14,6,13,11
15,6,26,3
15,6,29,3
16,6,0,3
17,6,20,10
17,6,24,11
17,6,28,13
23,6,15,11
23,6,19,11
23,6,23,11
27,6,26,15
27,6,30,12
27,6,23,19
29,6,2,26
29,6,6,26
29,6,10,26
29,6,14,26
30,6,31,0
31,6,16,11
31,6,16,15
31,6,16,19
31,6,16,23
32,6,1,30
33,6,3,26
33,6,6,26
33,6,9,26
35,6,2,5
35,6,5,5
35,6,8,5
36,6,16,10
36,6,20,10
36,6,24,10
36,6,16,7
36,6,20,7
36,6,24,7
39,6,16,6
39,6,20,2
41,6,21,16
41,6,25,16
41,6,29,16
45,6,15,28
45,6,12,28
45,6,18,28
47,6,4,27
47,6,8,27
47,6,12,27
48,6,1,18
48,6,4,18
48,6,7,18
50,6,0,2
50,6,0,6
50,6,0,10
50,6,4,0
50,6,4,4
50,6,12,0
51,6,21,20
51,6,21,15
51,6,21,9
54,6,28,30
55,6,17,17
55,6,23,19
55,6,28,22
74,6,16,20
74,6,12,20
74,6,20,20
74,6,20,16
74,6,16,16
74,6,12,16
74,6,24,16
74,6,24,20
15,7,17,18
15,7,20,21
15,7,24,24
18,7,22,30
18,7,2,2
18,7,2,6
18,7,2,10
20,7,13,31
20,7,25,19
20,7,28,22
20,7,31,25
22,7,31,28
29,7,28,3
29,7,28,7
29,7,28,11
32,7,1,3
32,7,1,8
33,7,18,30
33,7,22,30
33,7,26,30
39,7,4,21
39,7,8,22
39,7,12,23
40,7,29,21
40,7,26,21
41,7,0,21
42,7,28,30
42,7,31,30
43,7,26,24
43,7,29,24
43,7,2,30
44,7,0,24
49,7,17,2
49,7,23,4
49,7,29,6
50,7,21,14
50,7,27,16
51,7,2,18
53,7,26,10
53,7,29,10
54,7,0,10
54,7,20,6
54,7,24,2
56,7,30,24
57,7,2,28
59,7,18,28
59,7,22,28
59,7,25,28
61,7,27,21
61,7,27,25
61,7,27,29
63,7,23,30
63,7,27,30
63,7,31,30
63,7,25,27
63,7,29,27
78,7,15,24
78,7,15,28
16,8,19,1
16,8,22,1
16,8,25,1
16,8,19,4
16,8,22,4
16,8,25,4
17,8,0,1
17,8,3,1
17,8,6,1
17,8,0,4
17,8,3,4
17,8,6,4
18,8,22,3
18,8,22,8
20,8,17,3
20,8,21,7
21,8,2,20
21,8,6,24
21,8,10,28
22,8,31,1
22,8,31,5
30,8,30,23
31,8,1,23
31,8,4,23
36,8,28,21
37,8,0,23
37,8,4,25
38,8,2,7
38,8,2,11
38,8,2,15
40,8,30,25
40,8,30,29
46,8,27,6
46,8,27,10
46,8,27,14
49,8,24,14
49,8,28,18
50,8,0,22
51,8,22,31
57,8,6,0
58,8,1,2
58,8,4,2
58,8,7,2
58,8,1,5
58,8,4,5
58,8,7,5
61,8,14,24
61,8,18,24
61,8,22,24
66,8,14,2
66,8,17,2
66,8,20,2
66,8,14,5
66,8,17,5
66,8,20,5
69,8,10,18
69,8,14,18
69,8,18,18
69,8,12,21
69,8,16,21
69,8,20,21
69,8,8,21
70,8,8,20
70,8,11,20
70,8,14,20
73,8,22,15
73,8,28,17
74,8,2,19
76,8,24,0
77,8,0,1
77,8,7,1
78,8,15,0
79,8,28,6
80,8,0,10
80,8,4,14
85,8,10,27
85,8,16,29
85,8,22,31
21,9,15,25
21,9,15,29
30,9,8,28
30,9,12,31
30,9,5,24
32,9,29,6
32,9,29,10
32,9,29,14
32,9,24,14
32,9,24,19
32,9,24,23
32,9,17,20
32,9,17,24
32,9,17,28
32,9,12,24
32,9,12,28
40,9,30,1
42,9,7,20
42,9,11,20
42,9,15,20
42,9,7,23
42,9,11,23
42,9,15,23
43,9,26,2
43,9,26,6
43,9,26,10
46,9,26,26
51,9,22,3
51,9,22,8
58,9,18,8
58,9,18,12
58,9,18,16
60,9,24,27
60,9,28,27
60,9,24,30
60,9,28,30
61,9,0,27
61,9,0,30
64,9,1,8
64,9,7,10
64,9,12,12
65,9,1,19
65,9,7,21
65,9,13,23
66,9,10,30
67,9,22,11
67,9,25,11
67,9,28,11
68,9,17,24
68,9,20,24
68,9,24,24
70,9,14,26
70,9,20,28
70,9,25,30
71,9,21,11
71,9,25,15
71,9,29,19
79,9,9,24
79,9,13,24
79,9,17,24
80,9,27,5
81,9,0,10
81,9,5,15
85,9,25,22
85,9,25,26
85,9,25,30
86,9,25,11
86,9,31,13
86,9,18,0
86,9,21,0
86,9,24,0
87,9,6,15
88,9,15,21
88,9,19,25
88,9,23,29
89,9,27,23
89,9,30,23
90,9,1,23
21,10,15,1
22,10,1,8
22,10,5,8
22,10,9,8
32,10,12,0
42,10,29,12
42,10,27,6
43,10,3,15
46,10,23,0
46,10,17,3
63,10,30,28
63,10,30,31
64,10,2,28
64,10,6,28
64,10,2,31
64,10,6,31
64,10,10,28
64,10,10,31
65,10,14,13
65,10,17,13
65,10,20,13
66,10,10,2
66,10,10,6
66,10,9,22
66,10,13,22
66,10,17,22
67,10,2,19
67,10,6,19
67,10,10,19
70,10,24,25
70,10,29,25
71,10,2,25
71,10,7,25
71,10,15,5
71,10,20,7
71,10,25,9
74,10,8,26
74,10,11,29
75,10,17,4
75,10,17,8
75,10,17,12
83,10,3,5
83,10,9,7
83,10,15,9
84,10,7,17
84,10,13,19
84,10,20,21
63,11,6,0
63,11,9,0
