Adv2,INTERACTABLES,96,24,,,,,
17,0,0,17,SPECIAL_RING,0,0,0,0
6,1,31,28,GRIND_RAIL__START_AIR,-6,-2,12,2
5,2,26,7,SPRING__RIGHT,0,0,0,0
5,2,24,2,RAMP,1,0,0,0
9,2,12,16,GRIND_RAIL__END_AIR,-12,-2,24,2
9,2,24,20,GRIND_RAIL__START_GROUND,-6,-2,12,2
10,2,16,26,GRIND_RAIL__END_ALTERNATE,-12,-2,24,2
10,2,19,2,SPIKES__NORMAL_UP,0,0,0,0
10,2,28,23,HOOK_RAIL__START,-6,0,12,3
10,2,16,3,CRANE,0,0,0,0
13,2,22,0,DASH_RING,1,0,0,0
13,2,18,14,SPIKES__HIDING_UP,0,0,0,0
14,2,20,14,GRIND_RAIL__START_GROUND,-4,-2,8,2
14,2,4,14,BOOSTER,0,0,0,0
16,2,28,2,GRIND_RAIL__END_ALTERNATE,-4,-2,8,2
17,2,2,2,BOOSTER,0,0,0,0
17,2,20,8,GRIND_RAIL__START_AIR,-12,-3,24,3
10,3,4,22,SPRING__RIGHT,0,0,0,0
12,3,21,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,7
12,3,24,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,7
12,3,18,15,HOOK_RAIL__END,0,0,6,6
13,3,28,25,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,12,4
13,3,25,25,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,5
14,3,13,30,SPRING__UP,0,0,0,0
14,3,14,0,GRIND_RAIL__START_AIR,-18,-2,36,2
14,3,8,25,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,5
14,3,18,30,SPIKES__NORMAL_UP,0,0,0,0
14,3,23,18,SPIKES__NORMAL_UP,0,0,0,0
15,3,24,24,GRIND_RAIL__START_AIR,-12,-2,24,2
17,3,8,12,GRIND_RAIL__END_ALTERNATE,-3,-2,6,2
17,3,28,12,RAMP,1,0,0,0
20,3,2,24,GRIND_RAIL__END_AIR,-5,-2,10,2
21,3,9,18,SPRING__UP,0,0,0,0
12,4,8,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,14
12,4,5,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,14
