Adv2,INTERACTABLES,128,20,,,,,
11,0,30,24,SPRING__DOWN,3,0,0,0
13,0,18,10,LAUNCHER__DOWN_RIGHT,0,0,20,2
14,0,8,12,GRIND_RAIL__END_GROUND_LEFT,-12,-3,24,3
23,0,11,6,CEILING_SLOPE__A,0,0,6,10
23,0,4,6,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,6
23,0,20,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
23,0,24,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
23,0,20,9,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,7,3
23,0,8,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,6
1,1,16,1,HOOK_RAIL__START,-6,0,12,3
3,1,6,25,HOOK_RAIL__END,0,0,6,6
4,1,25,22,TOGGLE_GRAVITY__UP,0,0,3,18
4,1,22,22,TOGGLE_GRAVITY__DOWN,0,0,3,19
10,1,4,3,GRIND_RAIL__END_ALTERNATE,-12,1,24,3
11,1,17,4,TOGGLE_GRAVITY__UP,0,0,3,6
13,1,16,31,SPRING__BIG_UPRIGHT,0,0,0,0
15,1,14,16,BOOSTER,0,0,0,0
16,1,28,3,SPRING__LEFT,2,0,0,0
16,1,7,4,GRIND_RAIL__END_GROUND,-3,-3,6,3
22,1,7,10,CEILING_SLOPE__A,0,0,6,10
22,1,0,10,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,6
22,1,16,16,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
22,1,20,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
22,1,16,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,7,4
22,1,4,10,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,6
23,1,15,28,SPRING__UP,3,0,0,0
24,1,25,28,SPRING__UP,0,0,0,0
25,1,23,10,TOGGLE_GRAVITY__UP,0,0,4,18
25,1,19,10,TOGGLE_GRAVITY__DOWN,0,0,4,18
27,1,5,4,BOOSTER,0,0,1,0
31,1,23,16,TOGGLE_GRAVITY__DOWN,0,0,3,12
31,1,20,16,TOGGLE_GRAVITY__UP,0,0,3,12
31,1,4,15,GRIND_RAIL__END_ALTERNATE,-12,1,24,3
34,1,16,21,SPRING__BIG_DOWNLEFT,1,0,0,0
1,2,18,8,SPRING__UP,1,0,0,0
5,2,14,2,LAUNCHER__UP_RIGHT,0,0,36,2
7,2,16,1,GRIND_RAIL__START_GROUND,-12,1,24,3
11,2,29,5,DASH_RING,0,0,0,0
11,2,26,9,TOGGLE_GRAVITY__DOWN,0,0,6,3
13,2,28,16,ROTATING_HANDLE,0,0,0,0
13,2,25,3,ROTATING_HANDLE,0,0,0,0
15,2,22,8,SPIKES__NORMAL_DOWN,0,0,0,0
15,2,24,18,LAUNCHER__DOWN_LEFT,-30,-1,32,3
15,2,20,26,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,6
15,2,24,26,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,6
16,2,4,29,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,6,3
19,2,25,20,RAMP,0,0,0,0
21,2,24,8,TOGGLE_GRAVITY__DOWN,0,0,3,24
24,2,20,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
24,2,16,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
24,2,9,23,TOGGLE_GRAVITY__UP,0,0,3,21
26,2,2,20,BOOSTER,0,0,1,0
27,2,26,14,SPIKES__HIDING_DOWN,0,0,0,0
28,2,16,13,GRIND_RAIL__START_GROUND,-12,1,24,3
31,2,28,19,TOGGLE_GRAVITY__UP,0,0,3,13
33,2,5,14,SPRING__DOWN,2,0,0,0
34,2,4,1,SPRING__BIG_DOWNRIGHT,1,0,0,0
34,2,16,12,SPRING__BIG_DOWNLEFT,1,0,0,0
34,2,4,25,SPRING__RIGHT,2,0,0,0
34,2,13,26,RAMP,1,0,0,0
34,2,16,14,TOGGLE_GRAVITY__DOWN,0,0,3,12
36,2,7,8,TOGGLE_GRAVITY__DOWN,0,0,3,24
1,3,30,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,10,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,14,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,18,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,2,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,6,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,22,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,26,12,SPIKES__NORMAL_UP,0,0,0,0
2,3,30,12,SPIKES__NORMAL_UP,0,0,0,0
3,3,2,12,SPIKES__NORMAL_UP,0,0,0,0
3,3,6,12,SPIKES__NORMAL_UP,0,0,0,0
3,3,10,12,SPIKES__NORMAL_UP,0,0,0,0
12,3,24,0,GRIND_RAIL__START_GROUND,-8,-3,16,3
13,3,7,24,RAMP,0,0,0,0
13,3,14,24,SPIKES__NORMAL_UP,0,0,0,0
14,3,27,12,BOOSTER,0,0,0,0
16,3,4,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,12
16,3,7,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,12
20,3,16,0,SPRING__DOWN,1,0,0,0
21,3,27,12,TOGGLE_GRAVITY__TOGGLE,0,0,4,12
21,3,12,11,GRIND_RAIL__END_ALTERNATE,-12,1,24,3
22,3,11,0,SPRING__UP,3,0,0,0
22,3,7,19,SPECIAL_RING,0,0,0,0
23,3,4,24,TOGGLE_GRAVITY__DOWN,0,0,3,12
24,3,17,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,7,4
24,3,6,12,SPIKES__NORMAL_UP,0,0,0,0
24,3,2,12,SPIKES__NORMAL_UP,0,0,0,0
24,3,10,24,SPIKES__NORMAL_DOWN,0,0,0,0
25,3,4,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,6
25,3,0,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,7
25,3,18,12,SPRING__DOWN,2,0,0,0
25,3,26,12,SPIKES__NORMAL_DOWN,0,0,0,0
25,3,22,12,SPIKES__NORMAL_DOWN,0,0,0,0
28,3,16,9,TOGGLE_GRAVITY__UP,0,0,17,3
29,3,1,9,TOGGLE_GRAVITY__UP,0,0,19,3
32,3,8,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
33,3,12,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
34,3,2,9,CANNON,1,0,0,0
34,3,1,24,TOGGLE_GRAVITY__DOWN,0,0,3,12
35,3,2,24,POLE,-2,-12,3,24
35,3,14,24,POLE,-2,-24,3,48
35,3,26,0,POLE,-2,-12,3,24
37,3,28,0,GRIND_RAIL__START_GROUND,-12,-3,24,3
11,4,25,4,BOOSTER,0,0,0,0
15,4,5,16,GRIND_RAIL__END_AIR,-11,-3,22,3
16,4,31,16,TOGGLE_GRAVITY__DOWN,0,0,4,12
17,4,3,16,TOGGLE_GRAVITY__UP,0,0,4,12
17,4,18,10,SPIKES__HIDING_UP,0,0,0,0
18,4,10,1,CANNON,1,0,0,0
18,4,12,15,GRIND_RAIL__START_GROUND,-12,1,24,3
21,4,28,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,16
22,4,0,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,15
22,4,16,22,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,6
22,4,12,22,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,6
