Adv2,RINGS,128,20
15,0,0,17
15,0,6,20
15,0,12,23
15,0,7,9
15,0,10,9
15,0,13,9
17,0,25,26
17,0,28,30
23,0,8,9
23,0,1,16
23,0,15,16
23,0,3,11
23,0,13,11
24,0,22,27
24,0,16,24
1,1,26,6
1,1,19,29
1,1,19,24
1,1,19,19
1,1,19,13
2,1,0,9
2,1,6,12
2,1,12,15
2,1,18,18
2,1,24,21
3,1,21,25
3,1,24,25
3,1,27,25
8,1,14,28
8,1,20,25
8,1,26,22
9,1,14,12
9,1,20,9
9,1,8,15
14,1,10,9
14,1,13,9
14,1,16,9
14,1,10,5
14,1,13,5
14,1,16,5
16,1,16,3
16,1,19,3
16,1,22,3
18,1,0,2
18,1,19,21
18,1,23,26
18,1,27,30
21,1,29,20
21,1,30,15
22,1,4,13
22,1,11,20
22,1,9,15
24,1,25,1
25,1,5,9
25,1,8,9
25,1,11,9
26,1,12,12
26,1,16,11
26,1,20,10
27,1,20,9
27,1,22,14
27,1,15,7
32,1,9,23
32,1,6,23
32,1,12,23
34,1,13,25
34,1,9,29
4,2,5,1
4,2,8,1
4,2,11,1
4,2,14,1
11,2,21,31
11,2,24,31
11,2,18,31
11,2,18,23
11,2,15,23
11,2,12,23
12,2,13,24
12,2,10,24
12,2,16,24
15,2,24,29
15,2,19,31
15,2,29,31
16,2,26,22
16,2,26,26
16,2,26,30
21,2,11,22
21,2,14,22
21,2,17,22
24,2,29,30
25,2,11,30
29,2,9,10
29,2,15,7
29,2,21,4
29,2,27,1
32,2,23,17
32,2,26,17
32,2,29,17
34,2,9,6
34,2,13,10
34,2,12,17
34,2,9,22
36,2,0,24
36,2,0,30
11,3,10,26
13,3,19,13
13,3,28,22
13,3,23,17
14,3,4,11
14,3,7,11
14,3,1,11
14,3,0,26
14,3,4,30
15,3,31,4
15,3,17,4
18,3,24,4
18,3,28,4
19,3,0,4
20,3,6,28
20,3,2,30
21,3,21,15
21,3,18,15
21,3,15,15
21,3,5,28
21,3,9,27
21,3,13,26
24,3,31,3
25,3,4,5
25,3,9,3
26,3,18,2
26,3,18,5
26,3,18,8
30,3,19,28
30,3,13,30
35,3,20,11
35,3,20,17
35,3,20,23
35,3,20,29
35,3,8,25
35,3,8,19
36,3,0,4
38,3,24,2
38,3,29,6
39,3,1,10
39,3,12,21
39,3,16,25
39,3,20,29
11,4,12,1
11,4,19,3
16,4,20,4
16,4,23,4
16,4,26,4
17,4,27,19
17,4,31,19
18,4,3,19
19,4,30,0
19,4,5,13
19,4,10,10
19,4,15,7
22,4,16,25
22,4,11,27
22,4,21,27
23,4,12,6
23,4,16,10
23,4,20,14
25,4,26,10
25,4,29,10
26,4,23,15
26,4,26,15
26,4,20,15
26,4,0,10
30,4,25,30
30,4,19,28
30,4,7,0
33,4,5,27
33,4,9,27
33,4,12,15
33,4,13,3
33,4,17,3
33,4,15,18
33,4,18,21
33,4,21,3
33,4,13,27
33,4,9,3
33,4,1,27
35,4,20,3
35,4,20,10
35,4,8,0
36,4,0,11
36,4,0,17
36,4,0,5
40,4,26,27
40,4,30,27
41,4,2,27
19,5,26,15
19,5,30,17
20,5,2,19
20,5,20,5
20,5,27,12
20,5,13,12
20,5,15,7
20,5,25,7
22,5,23,0
22,5,9,0
25,5,5,13
25,5,10,14
25,5,15,15
26,5,19,15
26,5,16,15
26,5,22,15
27,5,1,30
29,5,14,18
29,5,18,18
29,5,22,18
30,5,29,24
30,5,31,19
31,5,4,17
31,5,0,0
31,5,11,24
31,5,9,19
39,5,1,11
39,5,4,16
39,5,7,22
41,5,21,11
41,5,24,16
41,5,26,21
45,5,18,31
45,5,18,26
45,5,18,21
46,5,12,17
46,5,18,20
46,5,24,23
47,5,8,31
22,6,9,2
22,6,9,6
22,6,9,10
26,6,17,7
26,6,22,4
26,6,27,1
26,6,12,9
26,6,10,25
26,6,13,25
26,6,16,25
28,6,29,22
28,6,25,17
29,6,2,28
30,6,4,23
30,6,7,23
30,6,10,23
32,6,22,29
32,6,25,29
32,6,28,29
32,6,22,25
32,6,25,25
32,6,28,25
39,6,17,11
39,6,20,17
39,6,23,23
44,6,9,9
44,6,3,9
44,6,6,9
47,6,14,2
47,6,20,5
48,6,30,2
49,6,4,2
49,6,1,2
55,6,27,16
56,6,1,19
56,6,7,22
67,6,30,15
68,6,4,17
68,6,6,23
24,7,31,3
24,7,29,8
25,7,4,1
25,7,11,8
25,7,9,3
27,7,29,4
27,7,22,2
28,7,2,7
28,7,5,12
28,7,6,19
30,7,13,27
30,7,18,24
30,7,24,21
34,7,28,7
35,7,2,10
35,7,8,13
35,7,16,17
42,7,23,9
42,7,23,5
42,7,23,1
43,7,25,11
43,7,30,16
44,7,3,21
46,7,27,31
47,7,3,27
47,7,11,23
49,7,3,22
49,7,3,26
49,7,3,30
50,7,31,1
51,7,3,5
51,7,7,9
51,7,21,23
51,7,26,28
56,7,1,16
56,7,4,16
57,7,11,8
57,7,17,11
57,7,23,14
60,7,24,20
60,7,24,25
60,7,24,31
61,7,4,26
61,7,4,31
61,7,16,26
61,7,16,31
63,7,15,25
63,7,21,22
63,7,9,28
64,7,28,1
64,7,21,8
64,7,23,3
65,7,3,8
65,7,1,3
79,7,13,22
79,7,16,22
79,7,19,22
31,8,28,5
31,8,21,12
31,8,23,7
32,8,3,12
32,8,1,7
35,8,6,5
35,8,9,5
35,8,12,5
38,8,20,25
38,8,28,29
44,8,21,7
44,8,25,11
44,8,29,15
49,8,27,16
49,8,31,20
50,8,3,24
51,8,31,1
61,8,4,4
61,8,16,4
63,8,13,31
68,8,18,19
68,8,18,24
68,8,18,14
69,8,23,17
69,8,26,23
69,8,28,28
76,8,26,8
76,8,30,8
76,8,26,11
76,8,30,11
76,8,30,30
77,8,2,8
77,8,2,11
77,8,20,25
77,8,23,25
77,8,26,25
77,8,1,30
77,8,4,30
86,8,21,23
86,8,25,23
86,8,29,23
34,9,7,3
34,9,11,3
34,9,15,3
39,9,4,1
41,9,2,8
41,9,2,14
41,9,2,1
45,9,24,14
45,9,30,16
46,9,4,18
48,9,12,9
48,9,5,16
48,9,19,16
48,9,7,11
48,9,17,11
50,9,23,12
50,9,27,16
50,9,31,20
54,9,23,9
54,9,20,9
56,9,7,8
56,9,12,13
56,9,17,18
63,9,0,5
63,9,7,2
65,9,6,28
66,9,3,14
66,9,8,17
66,9,12,21
70,9,5,14
70,9,8,19
70,9,11,25
87,9,10,11
87,9,10,15
87,9,10,19
34,10,17,3
34,10,21,3
34,10,25,3
52,10,9,12
52,10,13,10
52,10,5,14
52,10,19,9
55,10,4,9
55,10,0,9
57,10,5,6
57,10,9,10
57,10,13,14
61,10,18,7
61,10,21,7
61,10,24,7
63,10,19,20
63,10,23,24
63,10,15,17
65,10,6,0
65,10,6,4
67,10,30,28
68,10,21,6
68,10,24,6
68,10,27,6
68,10,2,28
68,10,6,28
73,10,13,22
73,10,7,22
73,10,10,22
74,10,9,26
74,10,12,26
74,10,15,26
76,10,14,27
76,10,14,23
76,10,14,31
79,10,23,22
79,10,29,19
80,10,3,15
81,10,5,15
81,10,10,18
81,10,15,21
58,11,5,6
58,11,9,10
58,11,13,14
63,11,10,1
63,11,10,5
63,11,10,9
65,11,10,31
65,11,15,31
65,11,20,31
65,11,28,3
65,11,26,9
66,11,1,1
69,11,12,5
69,11,5,12
69,11,19,12
69,11,7,7
69,11,17,7
75,11,12,29
76,11,24,25
76,11,26,30
76,11,19,23
79,11,23,30
79,11,9,30
95,11,20,17
95,11,13,24
95,11,27,24
95,11,15,19
95,11,25,19
96,11,25,31
96,11,29,31
97,11,1,31
97,11,28,26
97,11,31,26
98,11,2,26
103,11,2,30
103,11,5,30
103,11,8,30
63,12,8,9
63,12,10,3
63,12,2,11
67,12,3,0
67,12,3,4
67,12,3,8
71,12,16,29
71,12,22,26
74,12,5,17
74,12,11,14
74,12,16,11
74,12,31,4
75,12,6,0
78,12,26,19
78,12,26,23
78,12,26,27
79,12,16,5
79,12,11,3
79,12,21,3
81,12,12,20
81,12,15,20
81,12,18,20
81,12,12,17
81,12,15,17
81,12,18,17
82,12,26,27
82,12,19,26
83,12,0,28
83,12,6,29
84,12,17,3
84,12,20,3
84,12,23,3
90,12,28,31
90,12,31,31
91,12,2,31
92,12,20,9
92,12,13,16
92,12,27,16
92,12,15,11
92,12,25,11
95,12,27,7
95,12,27,13
95,12,27,18
97,12,29,28
97,12,24,31
98,12,28,13
98,12,22,16
98,12,3,25
99,12,2,10
67,13,17,20
67,13,20,20
67,13,23,20
69,13,12,21
69,13,5,14
69,13,19,14
69,13,7,19
69,13,17,19
70,13,18,13
70,13,18,18
70,13,18,22
71,13,10,0
73,13,10,15
73,13,13,15
73,13,7,15
73,13,15,8
73,13,18,8
73,13,21,8
75,13,10,8
75,13,10,13
75,13,10,18
80,13,30,15
80,13,30,18
82,13,16,23
82,13,19,23
82,13,22,23
85,13,28,27
85,13,22,30
86,13,2,24
86,13,30,3
86,13,27,3
86,13,27,6
86,13,30,6
87,13,1,3
87,13,1,6
90,13,28,2
90,13,31,2
91,13,2,2
