Adv2,INTERACTABLES,17,32,,,,,
7,0,16,15,TOGGLE__PLAYER_FLOAT,0,0,18,13
7,0,25,23,SPIKED_BARREL__CHAOHUNT,7,-23,0,0
7,0,16,28,TOGGLE__PLAYER_FLOAT,0,0,18,14
8,0,12,0,STAGE_GOAL,0,1,0,0
8,0,14,0,STAGE_GOAL,0,1,0,0
8,0,16,0,STAGE_GOAL,0,1,0,0
8,0,15,12,MOVING_SPRING,2,0,4,2
8,0,4,21,STAGE_GOAL,1,0,0,0
8,0,24,22,SPRING__UP,0,-22,0,0
6,1,29,29,PLATFORM_SQUARE,0,0,2,7
7,1,25,1,SPIKED_BARREL__CHAOHUNT,7,-33,0,0
7,1,16,13,SPIKES__NORMAL_RIGHT,16,-45,0,0
7,1,11,25,BOOSTER,21,0,0,0
8,1,7,16,PLATFORM_SQUARE,-4,1,6,2
8,1,25,23,PLATFORM_SQUARE,0,1,5,2
9,1,7,16,SPRING__DOWN,1,-48,0,0
6,2,24,17,SPIKES__NORMAL_UP,40,-81,0,0
9,2,5,29,BOOSTER,0,-93,0,0
6,3,0,10,SPRING__RIGHT,3,-106,0,0
9,3,12,2,SPIKES__NORMAL_RIGHT,-44,-98,0,0
9,3,18,21,BOOSTER,-50,0,0,0
10,3,7,4,PLATFORM_SQUARE,-10,1,12,2
11,3,7,2,PLATFORM_SQUARE,0,1,9,2
11,3,9,24,PLATFORM_THIN,0,0,6,2
11,3,30,28,SPRING__UP,1,-124,0,0
5,4,30,7,SPIKES__NORMAL_DOWN,66,121,0,0
6,4,3,7,BOUNCE_BLOCK,61,121,0,0
7,4,4,14,SPRING__LEFT,1,114,0,0
7,4,30,26,SPRING__UP,3,102,0,0
8,4,11,6,PLATFORM_THIN,-5,0,7,2
8,4,5,25,SPIKES__NORMAL_UP,-5,103,0,0
8,4,23,25,BOOSTER,-23,0,0,0
8,4,14,26,PLATFORM_THIN__FALLING,-14,102,0,0
9,4,9,6,BOOSTER__WALL,-41,0,0,0
11,4,10,1,SPIKES__HIDING_UP,-106,127,0,0
11,4,14,1,SPIKES__NORMAL_UP,-110,127,0,0
11,4,18,1,SPIKES__NORMAL_UP,-114,127,0,0
5,5,11,5,BOOSTER__WALL,0,91,0,0
5,5,27,29,BOOSTER,0,67,0,0
6,5,18,24,MOVING_SPRING,0,0,8,2
9,5,10,12,TOGGLE_GRAVITY,1,0,2,20
9,5,12,12,TOGGLE_GRAVITY,2,0,2,20
10,5,12,21,IRON_BALL,0,0,2,4
12,5,26,14,SPIKES__NORMAL_DOWN,102,82,0,0
12,5,30,14,SPIKES__HIDING_DOWN,98,82,0,0
12,5,8,16,IRON_BALL,0,0,4,2
7,6,25,9,BOOSTER,0,55,0,0
7,6,28,16,SPIKES__NORMAL_RIGHT,4,48,0,0
8,6,19,0,PLATFORM_THIN,0,-4,2,6
8,6,11,5,SPIKED_BARREL,0,0,2,5
8,6,3,8,SPIKED_BARREL,0,-4,2,6
10,6,30,10,TOGGLE_GRAVITY,1,0,2,12
10,6,30,22,TOGGLE_GRAVITY,1,0,2,14
10,6,13,24,IRON_BALL,0,0,2,4
11,6,0,10,TOGGLE_GRAVITY,2,0,2,12
11,6,0,22,TOGGLE_GRAVITY,2,0,2,14
12,6,4,11,SPRING__DOWN,0,53,0,0
12,6,8,24,SPIKES__HIDING_DOWN,120,40,0,0
4,7,13,11,TRACK,0,30,20,1
4,7,24,11,PIPE_ENTRANCE,-30,0,2,0
5,7,13,3,TOGGLE_PLAYER_LAYER__BACK,0,0,4,12
5,7,17,4,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,11
6,7,6,2,SPRING__UP,5,-56,0,0
6,7,10,2,SPRING__UP,5,-56,0,0
6,7,14,2,SPRING__UP,5,-56,0,0
6,7,18,2,SPRING__UP,5,-56,0,0
6,7,22,2,SPRING__UP,5,-56,0,0
6,7,26,2,SPRING__UP,5,-56,0,0
6,7,30,2,SPRING__UP,5,-56,0,0
6,7,16,24,BOOSTER_STEEP,0,8,0,0
7,7,2,2,SPRING__UP,5,-56,0,0
7,7,31,22,PLATFORM_THIN__FALLING,1,10,0,0
7,7,31,31,PLATFORM_THIN,1,1,0,0
8,7,12,14,SPRING__UP,0,18,0,0
9,7,28,2,SPRING__UP,0,30,0,0
12,7,30,1,SPIKES__NORMAL_UP,98,31,0,0
12,7,12,28,TOGGLE_PLAYER_LAYER__FRONT,0,0,22,3
13,7,2,1,SPIKES__NORMAL_UP,94,31,0,0
13,7,6,15,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
13,7,17,23,PIPE_ENTRANCE,12,0,3,0
13,7,25,23,TRACK,0,120,80,1
13,7,2,27,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,21
13,7,6,28,TOGGLE_PLAYER_LAYER__BACK,0,0,4,20
4,8,13,3,TRACK,25,0,15,2
4,8,31,3,PIPE_EXIT,97,30,2,3
8,8,16,24,BOOSTER_STEEP,0,-24,0,0
10,8,5,26,BOOSTER_STEEP,-69,0,0,0
11,8,13,6,BOOSTER_STEEP,-109,0,0,0
13,8,2,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,19
13,8,6,16,TOGGLE_PLAYER_LAYER__BACK,0,0,4,19
13,8,16,19,SPIKES__NORMAL_LEFT,80,-19,0,0
13,8,16,23,SPIKES__NORMAL_LEFT,80,-23,0,0
13,8,16,27,SPIKES__NORMAL_LEFT,80,-27,0,0
8,9,29,14,BOOSTER_STEEP,-29,0,0,0
9,9,24,12,BOOSTER_STEEP,0,-44,0,0
10,9,24,28,BOOSTER_STEEP,0,-60,0,0
13,9,25,1,TRACK,0,120,80,2
13,9,2,3,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,20
13,9,6,3,TOGGLE_PLAYER_LAYER__BACK,0,0,4,20
13,9,2,23,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,16
13,9,6,23,TOGGLE_PLAYER_LAYER__BACK,0,0,5,16
