Adv2,RINGS,132,19
8,1,17,31
15,1,20,9
15,1,22,15
15,1,14,7
4,2,12,25
4,2,16,29
8,2,12,1
8,2,10,6
10,2,26,28
10,2,22,24
13,2,11,28
13,2,14,28
13,2,17,28
15,2,31,14
16,2,3,14
16,2,7,14
19,2,17,10
19,2,21,10
19,2,25,10
22,2,6,21
22,2,9,21
22,2,12,21
4,3,20,1
10,3,30,0
11,3,2,4
14,3,28,29
14,3,23,27
15,3,11,0
15,3,14,0
15,3,17,0
20,3,13,15
20,3,8,19
20,3,4,24
21,3,3,29
21,3,6,29
21,3,9,29
22,3,24,7
22,3,28,5
22,3,20,9
25,3,19,31
25,3,22,31
25,3,25,31
6,4,1,14
6,4,5,18
6,4,9,22
9,4,4,23
9,4,7,23
9,4,10,23
9,4,27,6
9,4,27,9
9,4,27,12
10,4,23,6
10,4,27,8
10,4,19,4
11,4,13,7
11,4,16,7
11,4,19,7
12,4,13,20
12,4,10,20
12,4,16,20
14,4,30,2
23,4,8,1
23,4,1,8
23,4,15,8
23,4,3,3
23,4,13,3
30,4,1,3
30,4,5,3
30,4,9,3
57,4,21,31
60,4,12,19
60,4,5,27
60,4,19,27
60,4,7,21
60,4,17,21
8,5,11,1
8,5,14,1
8,5,17,1
11,5,31,17
12,5,5,20
12,5,11,23
12,5,19,27
12,5,25,30
13,5,13,11
13,5,1,5
13,5,7,8
19,5,6,0
19,5,10,0
19,5,14,0
19,5,30,30
20,5,0,25
20,5,5,23
22,5,20,26
22,5,26,29
22,5,8,0
22,5,11,0
22,5,14,0
24,5,25,13
24,5,29,13
25,5,1,13
27,5,24,11
27,5,17,18
27,5,31,18
27,5,19,13
27,5,29,13
28,5,15,25
28,5,18,25
28,5,21,25
37,5,0,31
57,5,29,4
58,5,5,8
58,5,18,2
58,5,21,2
58,5,24,2
62,5,9,1
62,5,12,1
62,5,15,1
62,5,2,22
62,5,8,19
62,5,13,16
12,6,31,1
18,6,24,22
18,6,12,22
18,6,16,22
18,6,20,22
18,6,22,25
18,6,14,25
18,6,18,25
19,6,20,2
19,6,20,6
19,6,20,11
23,6,0,0
27,6,0,4
27,6,3,4
27,6,6,4
29,6,17,23
29,6,23,20
29,6,29,17
31,6,16,21
31,6,16,25
31,6,16,29
34,6,15,30
34,6,21,30
34,6,18,30
37,6,6,1
37,6,11,5
56,6,30,9
57,6,6,3
57,6,2,6
60,6,30,8
61,6,10,2
61,6,4,5
64,6,12,25
64,6,18,28
64,6,24,31
14,7,26,3
14,7,30,3
15,7,2,3
26,7,12,25
26,7,10,19
26,7,20,27
26,7,28,25
26,7,30,19
39,7,0,3
39,7,3,9
39,7,6,15
42,7,20,31
42,7,31,18
43,7,5,21
43,7,11,24
49,7,15,1
49,7,18,1
49,7,21,1
51,7,16,11
51,7,22,14
51,7,28,17
61,7,21,18
61,7,27,24
62,7,1,30
65,7,6,6
65,7,12,9
65,7,18,12
69,7,15,20
69,7,18,20
69,7,21,20
69,7,15,23
69,7,18,23
69,7,21,23
40,8,5,15
40,8,10,17
40,8,16,18
42,8,27,2
43,8,1,5
43,8,28,0
44,8,2,3
44,8,8,6
49,8,28,2
49,8,28,5
49,8,28,8
49,8,28,11
49,8,28,14
50,8,8,5
50,8,8,8
50,8,8,11
50,8,8,14
50,8,8,17
50,8,8,20
50,8,8,23
50,8,8,26
58,8,30,13
59,8,2,13
59,8,6,13
63,8,29,29
63,8,31,22
63,8,22,31
67,8,17,7
67,8,21,7
67,8,25,7
70,8,29,13
71,8,1,13
71,8,5,13
72,8,0,26
72,8,0,30
42,9,26,31
42,9,26,26
42,9,26,21
44,9,6,8
44,9,10,12
44,9,14,16
48,9,22,19
48,9,22,23
48,9,22,28
54,9,15,1
54,9,18,1
54,9,21,1
57,9,12,9
57,9,16,5
57,9,20,2
58,9,16,21
58,9,9,28
58,9,23,28
58,9,11,23
58,9,21,23
59,9,21,28
59,9,24,28
59,9,27,28
66,9,30,7
67,9,5,11
67,9,11,14
69,9,16,23
69,9,20,27
69,9,24,31
72,9,0,2
72,9,0,6
74,9,2,28
40,10,16,16
40,10,19,22
40,10,22,27
47,10,3,3
47,10,6,3
47,10,0,3
51,10,4,18
51,10,9,23
51,10,14,28
51,10,24,3
51,10,30,6
52,10,4,9
53,10,20,1
53,10,13,8
53,10,27,8
53,10,15,3
53,10,25,3
57,10,6,19
57,10,9,19
57,10,12,19
58,10,23,2
61,10,16,1
61,10,9,8
61,10,23,8
61,10,11,3
61,10,21,3
70,10,3,10
70,10,7,14
70,10,11,18
72,10,10,10
72,10,10,13
72,10,10,16
74,10,6,0
74,10,10,4
74,10,25,19
74,10,30,24
75,10,3,29
77,10,27,30
94,10,19,29
94,10,23,31
97,10,21,6
97,10,28,9
98,10,2,12
101,10,20,21
101,10,14,21
101,10,17,21
41,11,10,22
41,11,15,25
41,11,20,27
46,11,31,10
47,11,2,10
47,11,5,10
53,11,21,15
53,11,27,16
54,11,1,17
55,11,8,17
55,11,14,14
55,11,20,11
62,11,25,12
62,11,27,7
63,11,0,5
63,11,7,12
63,11,5,7
66,11,9,14
66,11,13,14
66,11,17,14
66,11,9,17
66,11,13,17
66,11,17,17
67,11,28,17
67,11,21,25
67,11,23,19
68,11,15,31
68,11,18,31
68,11,21,31
68,11,3,25
68,11,1,19
77,11,27,3
77,11,27,8
89,11,20,13
89,11,13,6
89,11,27,6
89,11,16,11
89,11,25,11
89,11,24,31
89,11,29,29
91,11,23,10
91,11,26,10
91,11,29,10
94,11,27,1
96,11,27,31
97,11,0,29
97,11,2,24
102,11,19,1
102,11,23,5
102,11,27,9
103,11,14,28
112,11,14,23
112,11,17,23
112,11,11,23
50,12,28,29
50,12,13,16
50,12,17,16
50,12,21,16
51,12,31,24
52,12,5,27
52,12,11,30
52,12,5,16
52,12,9,16
52,12,13,16
58,12,22,10
58,12,26,14
58,12,30,18
61,12,30,15
62,12,4,17
62,12,6,25
63,12,6,20
63,12,12,23
63,12,18,26
74,12,11,8
74,12,16,12
74,12,20,17
79,12,5,20
79,12,11,21
79,12,17,23
80,12,22,11
80,12,16,11
80,12,19,11
84,12,5,14
84,12,10,19
84,12,16,25
87,12,21,8
87,12,27,6
88,12,1,4
89,12,22,5
90,12,3,26
90,12,6,26
90,12,9,26
94,12,16,21
94,12,9,28
94,12,23,28
94,12,11,23
94,12,21,23
98,12,18,22
98,12,25,22
98,12,22,22
100,12,24,30
103,12,18,0
103,12,22,4
105,12,25,26
105,12,28,26
105,12,31,26
105,12,25,29
105,12,28,29
105,12,31,29
106,12,2,26
106,12,2,29
111,12,11,29
111,12,15,29
111,12,19,29
111,12,23,29
112,12,14,29
48,13,29,14
48,13,31,19
49,13,4,21
49,13,11,14
49,13,9,19
50,13,16,3
50,13,22,0
59,13,20,9
59,13,27,2
59,13,13,2
59,13,15,7
59,13,25,7
61,13,30,3
61,13,17,23
61,13,20,23
61,13,23,23
62,13,4,1
64,13,14,8
64,13,19,11
64,13,24,13
65,13,18,7
65,13,18,11
65,13,18,2
67,13,10,29
67,13,7,29
67,13,4,29
69,13,18,0
69,13,24,3
69,13,29,6
70,13,23,3
70,13,26,3
70,13,29,3
70,13,23,6
70,13,26,6
70,13,29,6
75,13,11,31
77,13,21,24
77,13,25,28
79,13,28,25
79,13,23,27
80,13,1,27
85,13,11,18
85,13,16,20
85,13,20,22
90,13,31,18
90,13,31,21
91,13,2,18
91,13,5,18
91,13,8,18
91,13,2,21
91,13,5,21
91,13,8,21
92,13,30,1
93,13,1,1
93,13,4,1
96,13,29,8
96,13,31,3
97,13,4,1
97,13,11,8
97,13,9,3
100,13,28,2
101,13,0,6
101,13,23,29
106,13,2,18
106,13,6,18
106,13,10,18
109,13,18,21
109,13,21,21
109,13,24,21
111,13,12,21
111,13,8,21
111,13,16,21
112,13,14,1
112,13,14,5
54,14,1,4
54,14,5,4
54,14,9,4
54,14,13,4
54,14,1,0
54,14,5,0
54,14,9,0
54,14,13,0
75,14,13,4
75,14,16,10
77,14,28,0
79,14,22,0
80,14,3,0
89,14,17,14
89,14,20,14
89,14,23,14
90,14,19,31
90,14,25,28
90,14,27,14
90,14,30,14
91,14,1,14
95,14,30,19
95,14,30,24
95,14,30,15
98,14,28,8
98,14,31,8
99,14,2,8
101,14,27,1
101,14,31,5
104,14,20,17
104,14,15,19
104,14,13,24
104,14,27,24
104,14,25,19
106,14,28,5
106,14,28,13
106,14,28,9
107,14,27,19
107,14,30,19
107,14,8,9
107,14,8,5
107,14,8,13
108,14,1,19
112,14,31,23
113,14,4,25
113,14,6,30
88,15,21,30
89,15,23,13
89,15,17,16
89,15,11,19
89,15,15,28
90,15,12,3
95,15,7,21
95,15,7,29
97,15,29,11
98,15,1,11
98,15,5,11
104,15,20,29
104,15,27,22
104,15,13,22
104,15,15,27
104,15,25,27
112,15,31,23
113,15,4,21
113,15,6,15
85,16,14,6
85,16,17,6
85,16,11,6
86,16,6,16
86,16,9,16
86,16,12,16
86,16,21,13
86,16,24,13
86,16,27,13
88,16,10,4
88,16,16,1
89,16,20,1
89,16,25,6
90,16,12,25
90,16,18,31
93,16,29,8
93,16,31,3
94,16,4,1
94,16,11,8
94,16,9,3
94,16,22,6
94,16,25,6
94,16,28,6
95,16,7,4
90,17,23,4
92,17,30,19
93,17,3,19
93,17,8,19
94,17,29,19
95,17,4,17
95,17,6,10
