Adv2,INTERACTABLES,132,19,,,,,
80,0,26,24,TOGGLE__CHECKPOINT,0,0,0,0
80,0,26,1,TOGGLE__CHECKPOINT,0,0,0,0
9,1,22,28,SPIKES__NORMAL_DOWN,0,0,0,0
15,1,0,4,CEILING_SLOPE__B,0,0,7,10
17,1,18,28,SPIKES__NORMAL_DOWN,0,0,0,0
80,1,26,16,TOGGLE__CHECKPOINT,0,0,0,0
2,2,18,9,SPECIAL_RING,0,0,0,0
3,2,24,20,GRIND_RAIL__START_GROUND,-8,-3,16,3
9,2,24,8,GRIND_RAIL__START_GROUND,-8,-3,16,3
15,2,2,14,SPRING__UP,3,0,0,0
17,2,30,12,LAUNCHER__DOWN_RIGHT,0,0,32,2
19,2,7,16,COMMON_THIN_PLATFORM,0,0,0,0
19,2,13,16,COMMON_THIN_PLATFORM,0,0,0,0
22,2,24,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,6
22,2,24,17,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,28,3
23,2,27,26,TURNAROUND_BAR,0,0,0,0
23,2,24,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,6,6
35,2,20,22,SPIKES__NORMAL_RIGHT,0,0,0,0
35,2,20,26,SPIKES__NORMAL_RIGHT,0,0,0,0
35,2,20,30,SPIKES__NORMAL_RIGHT,0,0,0,0
35,2,20,18,SPIKES__NORMAL_RIGHT,0,0,0,0
54,2,24,30,SPIKES__NORMAL_RIGHT,0,0,0,0
59,2,26,30,SPIKES__NORMAL_LEFT,0,0,0,0
80,2,26,8,TOGGLE__CHECKPOINT,0,0,0,0
9,3,31,16,ROTATING_HANDLE,0,0,0,0
9,3,4,12,BOOSTER,0,1,0,0
12,3,6,24,GRIND_RAIL__END_AIR,-10,-3,20,3
14,3,1,4,LAUNCHER__DOWN_RIGHT,0,0,22,2
14,3,4,24,TOGGLE_GRAVITY__UP,0,0,4,6
14,3,0,24,TOGGLE_GRAVITY__DOWN,0,0,4,6
16,3,4,6,SPRING__SMALL_UPLEFT,1,0,0,0
16,3,18,24,TOGGLE_GRAVITY__DOWN,0,0,4,12
17,3,15,30,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,5,6
17,3,10,30,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,6
18,3,15,30,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,9,7
21,3,0,12,GRIND_RAIL__END_GROUND,-12,-3,24,3
22,3,18,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,3,11
22,3,21,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,9
23,3,9,30,TOGGLE_PLAYER_LAYER__FOREGROUND,-1,0,4,5
23,3,4,30,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,5
25,3,10,28,POLE,-2,-22,3,42
28,3,10,14,POLE,-2,-8,3,18
28,3,22,23,POLE,-2,-11,3,24
54,3,24,10,SPIKES__NORMAL_RIGHT,0,0,0,0
54,3,24,6,SPIKES__NORMAL_RIGHT,0,0,0,0
54,3,24,2,SPIKES__NORMAL_RIGHT,0,0,0,0
59,3,26,2,SPIKES__NORMAL_LEFT,0,0,0,0
59,3,26,6,SPIKES__NORMAL_LEFT,0,0,0,0
59,3,26,10,SPIKES__NORMAL_LEFT,0,0,0,0
80,3,26,24,TOGGLE__CHECKPOINT,0,0,0,0
80,3,26,0,TOGGLE__CHECKPOINT,0,0,0,0
9,4,30,28,SPIKES__NORMAL_UP,0,0,0,0
10,4,2,28,SPRING__UP,1,0,0,0
10,4,25,24,COMMON_THIN_PLATFORM,0,0,0,0
10,4,19,24,COMMON_THIN_PLATFORM,0,0,0,0
11,4,19,22,SPIKES__NORMAL_UP,0,0,0,0
12,4,0,26,SPRING__RIGHT,2,0,0,0
