Adv2,RINGS,35,11
3,0,5,13
3,0,8,13
3,0,11,13
3,0,21,32
3,0,24,32
3,0,27,32
8,0,15,26
8,0,19,28
8,0,23,30
8,0,27,32
9,0,22,25
9,0,22,29
9,0,22,33
18,0,31,30
19,0,2,30
19,0,5,30
21,0,25,23
21,0,29,23
21,0,23,26
21,0,27,26
21,0,31,26
2,1,22,24
2,1,19,27
2,1,16,30
2,1,13,33
3,1,14,23
3,1,29,24
3,1,32,24
3,1,15,27
3,1,19,28
4,1,3,24
7,1,14,4
7,1,14,7
7,1,14,10
9,1,22,5
16,1,9,22
16,1,12,22
16,1,15,22
19,1,21,17
19,1,25,19
19,1,29,21
20,1,7,26
20,1,11,28
20,1,15,30
23,1,1,8
23,1,4,8
23,1,7,8
23,1,20,19
23,1,23,22
23,1,18,25
23,1,26,25
23,1,21,28
23,1,24,31
24,1,29,10
25,1,2,5
25,1,1,9
26,1,17,7
26,1,21,9
26,1,25,11
27,1,23,23
27,1,21,27
27,1,17,28
2,2,5,32
5,2,32,15
5,2,26,17
5,2,24,23
6,2,6,17
6,2,8,23
6,2,23,27
6,2,21,31
6,2,17,32
7,2,2,11
7,2,2,14
7,2,2,17
8,2,17,32
16,2,19,15
16,2,16,18
16,2,13,21
16,2,10,24
24,2,4,3
24,2,7,6
24,2,2,9
24,2,10,9
24,2,5,12
24,2,8,15
24,2,20,19
24,2,23,22
24,2,18,25
24,2,26,25
24,2,21,28
24,2,24,31
25,2,15,5
25,2,19,5
25,2,13,8
25,2,17,8
25,2,21,8
1,3,29,4
1,3,13,6
1,3,9,8
1,3,5,10
2,3,1,2
5,3,11,29
5,3,15,29
5,3,19,29
7,3,32,29
8,3,17,4
8,3,17,8
8,3,12,23
8,3,8,25
8,3,4,27
10,3,24,17
10,3,27,17
10,3,30,17
11,3,31,9
11,3,4,29
11,3,4,32
12,3,3,11
12,3,7,13
13,3,3,33
15,3,24,7
15,3,18,9
15,3,30,9
15,3,16,15
15,3,32,15
26,3,6,7
26,3,5,11
26,3,1,12
27,3,21,3
27,3,25,5
27,3,29,7
27,3,31,31
28,3,7,27
28,3,3,29
3,4,26,11
3,4,27,15
3,4,31,16
5,4,9,7
5,4,13,7
5,4,17,7
5,4,21,7
6,4,32,7
6,4,28,9
7,4,8,3
7,4,4,5
8,4,30,12
8,4,30,15
8,4,30,18
8,4,14,28
8,4,14,32
10,4,28,20
10,4,22,22
10,4,20,28
11,4,4,3
11,4,12,8
11,4,15,8
11,4,18,8
11,4,2,22
11,4,4,28
11,4,18,32
13,4,7,3
13,4,11,5
18,4,14,23
18,4,15,27
18,4,19,28
27,4,21,19
27,4,25,21
27,4,29,23
2,5,4,26
2,5,7,26
2,5,10,26
3,5,12,15
3,5,6,17
3,5,18,17
3,5,4,23
3,5,20,23
8,5,14,4
8,5,24,33
10,5,9,30
10,5,12,30
10,5,15,30
11,5,17,4
11,5,13,5
11,5,11,25
11,5,14,25
11,5,17,25
14,5,7,5
14,5,11,7
14,5,15,9
30,5,27,30
30,5,30,30
31,5,1,30
4,6,10,3
4,6,13,6
4,6,16,9
5,6,4,5
5,6,7,5
5,6,10,5
6,6,19,5
6,6,22,5
6,6,25,5
8,6,28,3
8,6,32,5
8,6,6,7
8,6,5,11
8,6,1,12
9,6,4,7
9,6,29,8
9,6,32,8
9,6,8,9
9,6,12,11
10,6,3,8
16,6,23,8
16,6,3,9
16,6,7,11
16,6,23,11
16,6,11,13
16,6,23,14
20,6,30,19
20,6,29,23
20,6,25,24
25,6,16,16
25,6,10,18
25,6,22,18
25,6,8,24
25,6,24,24
26,6,12,9
26,6,9,12
26,6,6,15
17,7,2,20
17,7,5,20
17,7,8,20
18,7,14,19
18,7,14,22
18,7,14,25
24,7,30,19
24,7,27,22
25,7,1,16
18,8,25,12
18,8,30,13
19,8,2,16
19,8,2,21
23,8,29,21
23,8,29,25
23,8,29,29
27,8,6,17
27,8,9,17
27,8,12,17
24,9,9,14
24,9,13,18
24,9,17,22
25,9,5,31
25,9,9,31
25,9,13,31
28,9,26,21
28,9,26,25
28,9,26,29
