Adv2,RINGS,36,8
7,0,17,29
7,0,21,29
7,0,25,29
10,0,16,31
10,0,10,33
10,0,22,33
11,0,23,30
11,0,26,30
11,0,29,30
7,1,2,13
7,1,5,13
7,1,8,13
7,1,28,27
7,1,32,27
8,1,4,27
8,1,8,27
9,1,4,2
9,1,8,2
9,1,12,2
10,1,8,7
10,1,24,7
11,1,6,31
12,1,31,11
12,1,27,13
13,1,7,7
13,1,3,9
13,1,1,19
13,1,5,21
13,1,9,23
13,1,13,25
14,1,20,11
14,1,14,13
14,1,26,13
14,1,12,19
14,1,28,19
3,2,29,27
3,2,32,27
4,2,8,21
4,2,11,21
4,2,14,21
4,2,3,27
5,2,18,20
5,2,14,22
5,2,10,24
6,2,10,14
6,2,6,16
6,2,2,18
7,2,5,30
7,2,5,33
9,2,21,15
9,2,24,18
9,2,27,21
10,2,16,15
10,2,10,17
10,2,22,17
10,2,8,23
10,2,24,23
11,2,5,3
11,2,1,4
12,2,28,19
12,2,31,19
13,2,13,3
13,2,16,3
13,2,19,3
13,2,2,19
21,2,20,25
21,2,20,29
21,2,20,33
24,2,20,33
24,2,23,33
24,2,26,33
26,2,32,27
26,2,26,29
27,2,24,15
27,2,18,17
27,2,30,17
27,2,16,23
27,2,32,23
27,2,6,29
4,3,32,15
4,3,6,28
5,3,8,7
5,3,2,9
5,3,14,9
5,3,30,13
5,3,16,15
5,3,27,16
6,3,1,10
7,3,5,4
7,3,25,13
7,3,28,13
7,3,31,13
10,3,32,15
11,3,8,7
11,3,2,9
11,3,14,9
11,3,16,15
12,3,15,17
12,3,18,17
12,3,21,17
14,3,13,4
14,3,14,8
14,3,18,9
14,3,1,22
14,3,6,22
14,3,11,22
14,3,16,22
14,3,21,22
14,3,26,22
15,3,29,8
16,3,1,10
16,3,5,12
16,3,9,14
16,3,32,15
16,3,26,30
17,3,12,9
17,3,8,11
17,3,4,13
17,3,2,27
17,3,6,29
17,3,10,31
17,3,14,33
20,3,4,27
20,3,7,27
20,3,10,27
21,3,8,12
21,3,11,12
21,3,14,12
23,3,4,16
23,3,9,16
23,3,14,16
23,3,19,16
23,3,24,16
26,3,24,3
27,3,8,3
27,3,31,24
27,3,30,28
27,3,26,29
4,4,8,2
4,4,14,4
5,4,30,32
6,4,4,14
6,4,4,17
6,4,4,20
6,4,16,26
6,4,14,32
16,4,25,2
16,4,21,3
22,4,14,10
22,4,13,14
22,4,9,15
24,4,12,5
24,4,16,7
24,4,20,10
24,4,30,20
25,4,1,23
25,4,4,26
29,4,29,20
30,4,1,22
30,4,5,24
30,4,9,26
0,5,27,22
0,5,31,22
0,5,29,25
1,5,3,22
1,5,1,25
3,5,5,24
3,5,10,24
3,5,15,24
3,5,20,24
3,5,25,24
3,5,30,24
5,5,30,3
5,5,30,6
6,5,14,6
6,5,16,12
7,5,28,3
7,5,31,3
8,5,2,3
8,5,21,8
8,5,24,8
8,5,27,8
8,5,10,27
8,5,13,27
8,5,16,27
30,5,26,3
30,5,30,5
31,5,2,7
31,5,6,9
33,5,3,15
33,5,7,17
33,5,11,19
0,6,16,11
0,6,19,11
0,6,22,11
1,6,32,29
2,6,4,29
2,6,8,29
5,6,18,12
5,6,16,16
5,6,12,18
7,6,9,8
7,6,13,10
7,6,17,12
7,6,21,14
