Adv2,INTERACTABLES,36,8,,,,,
6,0,9,28,TRACK,27,0,18,3
7,0,0,28,PIPE_EXIT,32,30,2,4
9,0,31,24,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
9,0,31,26,TOGGLE_PLAYER_LAYER__BACK,0,0,2,22
10,0,1,26,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,24
10,0,15,28,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
10,0,18,28,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,4
12,0,21,0,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
12,0,21,13,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
12,0,21,26,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
13,0,16,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,13
13,0,16,13,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,13
13,0,16,26,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,13
6,1,21,20,PIPE_ENTRANCE,0,10,1,0
6,1,9,26,TRACK,0,-33,22,2
6,1,21,26,TRACK,-15,0,10,1
8,1,26,10,PLATFORM_THIN,0,0,2,6
8,1,16,29,STEAM_EXHAUST,-16,-61,0,0
12,1,21,7,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
12,1,12,17,SPRING__RIGHT,1,-49,0,0
13,1,28,5,SPRING__LEFT,1,-37,0,0
14,1,14,5,SPECIAL_SPRING,50,-37,0,0
14,1,3,7,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
14,1,19,8,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
14,1,22,8,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
14,1,3,9,TOGGLE_PLAYER_LAYER__BACK,0,0,2,21
14,1,5,9,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,21
15,1,10,9,BOUNCE_BLOCK,22,-41,0,0
15,1,3,18,BOUNCE_BLOCK,29,-50,0,0
4,2,7,29,BOUNCE_BLOCK,121,-93,0,0
6,2,29,14,SPIKES__HIDING_UP,35,-78,0,0
7,2,13,8,TRAMPOLINE,19,-72,0,0
9,2,31,8,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
9,2,31,10,TOGGLE_PLAYER_LAYER__BACK,0,0,2,21
10,2,1,10,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,24
10,2,15,12,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
10,2,18,12,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
12,2,20,9,IA096,0,1,1,1
12,2,18,10,TOGGLE__PLAYER_VISIBILITY,1,0,3,4
12,2,20,10,MARBLE_TRACK__UNK,51,0,-76,0
12,2,9,28,PLATFORM_THIN__FALLING,119,-92,0,0
13,2,3,9,IA096,93,-73,0,0
13,2,1,10,TOGGLE__PLAYER_VISIBILITY,1,0,3,4
13,2,3,10,MARBLE_TRACK__UNK,27,0,120,0
13,2,16,27,SPRING__LEFT,0,-91,0,0
14,2,0,9,SPRING__UP,0,-73,0,0
14,2,30,21,SPRING__UP,0,-85,0,0
14,2,18,29,BOUNCE_BLOCK,46,-93,0,0
15,2,10,15,SPRING__UP,1,-79,0,0
24,2,20,12,PIPE_EXIT,-20,30,2,5
24,2,20,24,TRACK,0,-15,10,4
25,2,4,14,CHECKPOINT,3,-78,0,0
25,2,18,21,IA096,-50,-85,0,0
25,2,23,21,IA096,-55,-85,0,0
25,2,16,22,TOGGLE__PLAYER_VISIBILITY,1,0,3,4
25,2,18,22,MARBLE_TRACK__UNK,15,0,120,0
25,2,21,22,TOGGLE__PLAYER_VISIBILITY,1,0,3,4
25,2,23,22,MARBLE_TRACK__UNK,51,0,-76,0
25,2,6,24,TRACK,-21,0,16,3
26,2,15,20,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
26,2,15,22,TOGGLE_PLAYER_LAYER__BACK,0,0,2,26
26,2,17,22,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,26
26,2,31,24,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
27,2,20,12,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,6
27,2,23,12,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
27,2,23,15,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
27,2,2,24,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
28,2,4,11,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
28,2,4,13,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,13
28,2,7,13,TOGGLE_PLAYER_LAYER__BACK,0,0,2,13
28,2,31,18,PIPE_EXIT,97,30,3,6
29,2,2,18,TRACK,-6,0,4,5
3,3,29,4,BOUNCE_BLOCK,-125,-100,0,0
4,3,11,10,PLATFORM_THIN,-3,0,5,2
5,3,20,0,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
5,3,20,2,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,24
5,3,23,2,TOGGLE_PLAYER_LAYER__BACK,0,0,2,22
5,3,4,4,TOGGLE_PLAYER_LAYER__FRONT,-1,0,3,3
5,3,7,4,TOGGLE_PLAYER_LAYER__BACK,-1,0,3,3
7,3,19,18,CHECKPOINT,1,-114,0,0
7,3,6,19,SPRING__UP,0,-115,0,0
8,3,8,12,SWINGING_HOOK,0,-108,0,0
8,3,26,12,SWINGING_HOOK,1,-108,0,0
10,3,23,10,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
10,3,23,12,TOGGLE_PLAYER_LAYER__BACK,0,0,2,14
10,3,25,12,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,14
11,3,7,4,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
11,3,10,4,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
12,3,28,14,CONVEYOR_BELT,0,0,20,5
12,3,24,26,CONVEYOR_BELT,1,0,20,5
12,3,18,28,TOGGLE__PLAYER_VISIBILITY,0,0,3,4
13,3,1,4,TOGGLE__PLAYER_VISIBILITY,0,0,3,4
14,3,13,23,SWING_ROPE,-17,0,35,2
15,3,24,0,HOOK_RAIL,1,-96,0,0
17,3,20,0,HOOK_RAIL,0,-96,0,0
17,3,12,13,SPRING__UP,0,-109,0,0
17,3,0,25,SPRING__UP,0,-121,0,0
18,3,22,18,SWINGING_HOOK,0,-114,0,0
19,3,14,18,SWINGING_HOOK,1,-114,0,0
20,3,20,15,PLATFORM_THIN,0,-4,2,6
20,3,14,29,PLATFORM_THIN,-2,0,4,2
22,3,31,8,CRANE_CLAW,0,0,30,2
22,3,4,30,TOGGLE_PLAYER_LAYER__BACK,0,0,12,3
24,3,30,10,PIPE_ENTRANCE,0,11,1,0
24,3,30,17,TRACK,12,0,8,1
24,3,22,19,SPRING__UP,0,-115,0,0
25,3,16,4,TOGGLE__PLAYER_VISIBILITY,0,0,3,4
25,3,6,17,TRACK,0,-28,19,2
25,3,16,19,SPRING__RIGHT,0,-115,0,0
